REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	stitchedPeakRank	isSuper
3_2359_lociStitched	chr14	75993730	76005024	3	967	NM_026816	NM_026214	NM_026816	288	1
2_4625_lociStitched	chr3	137780057	137784835	2	870			NM_016750	289	1
2_352_lociStitched	chr1	127239024	127244840	2	463	NM_145128		NM_145128	290	1
2_7164_lociStitched	chrX	36763723	36775876	2	543	NR_075097	NM_007451	NM_007451	291	1
2_1264_lociStitched	chr11	81612949	81616874	2	984	NM_001034013	NM_001033765	NM_001033765	292	1
2_3934_lociStitched	chr2	77012149	77019512	2	605	NM_001025576	NM_011652	NM_011652	293	1
2_2811_lociStitched	chr16	21159205	21163928	2	643		NM_010143,NM_025634	NM_025634	294	1
2_3077_lociStitched	chr17	31264153	31267418	2	810	NM_025290	NM_153062,NM_001242427	NM_025290	295	1
2_1339_lociStitched	chr11	99117965	99123095	2	455		NM_172564,NM_007719	NM_172564	296	1
2_3858_lociStitched	chr2	49364443	49371937	2	647			NM_172663	297	1
2_1644_lociStitched	chr12	87313216	87318234	2	437	NM_011479	NM_146036,NM_134044,NM_001142581	NM_146036	298	1
2_3830_lociStitched	chr2	35841064	35846141	2	544	NM_029774	NR_040618	NR_040618	299	1
2_3058_lociStitched	chr17	27238636	27241197	2	731		NM_146075	NM_146075	300	1
2_705_lociStitched	chr10	37212307	37218926	2	860			NM_008538	301	1
3_4591_lociStitched	chr3	126443464	126449981	3	1143			NM_173451	302	1
2_2801_lociStitched	chr16	18316450	18321802	2	414	NM_138583	NM_001272029,NR_035467,NM_033324,NR_029571	NR_029571	303	1
2_1363_lociStitched	chr11	102820525	102826748	2	464		NM_080846,NM_008122,NM_001159382,NM_001159383	NM_001159383	304	1
2_447_lociStitched	chr1	156994812	156998313	2	638			NR_027640	305	1
2_1352_lociStitched	chr11	101479331	101484222	2	631		NM_011289,NM_027320,NM_009708,NM_012037	NM_009708	306	1
2_1898_lociStitched	chr13	52556271	52562744	2	928		NM_001198977,NM_011518,NM_001024474,NR_046069	NR_046069	307	1
2_1791_lociStitched	chr13	23995561	24002212	2	739		NM_145399	NM_145399	308	1
4_3225_lociStitched	chr17	83742742	83753643	4	1587	NM_001171054,NM_054082,NM_001171052		NM_001171054	309	1
2_1411_lociStitched	chr11	117629860	117638500	2	597		NR_015489,NM_198022	NM_198022	310	1
2_138_lociStitched	chr1	46858441	46863851	2	639		NM_172653	NM_172653	311	1
2_5064_lociStitched	chr4	143301955	143306371	2	496		NM_001162983,NM_010329	NM_010329	312	1
2_3518_lociStitched	chr18	81858262	81866064	2	684			NR_039589	313	1
2_596_lociStitched	chr10	9085583	9091205	2	405			NM_175155	314	1
2_124_lociStitched	chr1	41131524	41140881	2	468		NR_040475	NR_040475	315	1
3_678_lociStitched	chr10	28012138	28014808	3	1018			NM_008983	316	1
2_5477_lociStitched	chr5	131526789	131532197	2	897	NM_177047		NM_145218	317	1
2_270_lociStitched	chr1	87722272	87729494	2	831		NM_001205392	NM_001205392	318	1
2_7102_lociStitched	chr9	116912587	116920069	2	650	NM_001172121,NM_001172123		NM_001172123	319	1
2_6586_lociStitched	chr8	78578014	78584389	2	689	NM_029736		NM_029736	320	1
2_5309_lociStitched	chr5	81654034	81662271	2	583	NM_198702		NM_198702	321	1
2_739_lociStitched	chr10	44515892	44520586	2	643			NM_007548	322	1
2_3922_lociStitched	chr2	74672494	74679193	2	575	NM_008274	NM_008275,NR_073086,NM_008273,NM_013554,NM_013555,NM_008276,NM_010468,NM_010469,NR_029566,NM_007967,NR_027899	NM_008274	323	1
2_1962_lociStitched	chr13	67849265	67858006	2	845		NM_198322,NM_001001185,NR_045194	NM_001001185	324	1
2_1447_lociStitched	chr12	12784240	12787548	2	654			NM_008709	325	1
2_1542_lociStitched	chr12	53467569	53474866	2	620	NM_013780		NM_013780	326	1
2_7061_lociStitched	chr9	106167745	106172217	2	586	NM_029896	NR_029549,NR_029526,NM_011876,NM_174846,NM_198931,NM_026447	NM_029896	327	1
2_900_lociStitched	chr10	94093539	94097393	2	551	NM_053072		NM_011629	328	1
2_1587_lociStitched	chr12	71293767	71297501	2	1245		NM_001190466	NM_001190466	329	1
2_1315_lociStitched	chr11	91196970	91206817	2	561			NM_028547	330	1
2_6560_lociStitched	chr8	72311164	72316413	2	619		NM_008452	NM_008452	331	1
2_947_lociStitched	chr10	115469006	115475363	2	848	NM_010195		NM_001033261	332	1
2_5774_lociStitched	chr6	76974343	76984617	2	764	NM_001109764		NM_028880	333	1
2_2996_lociStitched	chr17	6857291	6860874	2	657		NR_030465	NR_030465	334	1
2_819_lociStitched	chr10	68112323	68115425	2	672	NM_023598		NM_001081346	335	1
2_4295_lociStitched	chr3	8001130	8006111	2	810		NR_040587	NR_040587	336	1
2_4715_lociStitched	chr4	16088061	16095620	2	733			NM_138952	337	1
2_5330_lociStitched	chr5	92498224	92504495	2	600	NM_007644		NM_007644	338	1
2_1918_lociStitched	chr13	56252126	56258374	2	619	NM_010896	NM_019568	NM_010896	339	1
2_1154_lociStitched	chr11	53202410	53211105	2	489			NR_046047	340	1
2_6654_lociStitched	chr8	95528356	95532449	2	658		NM_172914,NM_009974,NM_027640	NM_172914	341	1
2_5198_lociStitched	chr5	33102405	33107369	2	764	NM_019810		NM_019810	342	1
2_864_lociStitched	chr10	84836173	84839479	2	718	NM_001024918,NM_027689		NM_027689	343	1
2_3277_lociStitched	chr17	94647863	94651840	2	656			NM_176917	344	1
3_3445_lociStitched	chr18	55188670	55196415	3	871			NM_175751	345	1
2_574_lociStitched	chr1	193504738	193510329	2	576	NR_029592		NR_029592	346	1
2_6478_lociStitched	chr8	34727824	34733120	2	662			NM_176933	347	1
2_4071_lociStitched	chr2	129695849	129702441	2	544		NM_018863	NM_018863	348	1
2_1327_lociStitched	chr11	96727538	96733121	2	672	NM_001177899	NM_028965	NM_028965	349	1
2_2732_lociStitched	chr15	99872588	99874866	2	610	NM_001113545		NM_001113545	350	1
2_4544_lociStitched	chr3	103103946	103108206	2	511		NM_010937,NM_001033303,NM_177857	NM_177857	351	1
2_6448_lociStitched	chr8	25455031	25462809	2	757			NM_010206	352	1
2_539_lociStitched	chr1	186510507	186514192	2	858			NM_009367	353	1
2_6270_lociStitched	chr7	112688466	112691461	2	687	NM_009346		NM_009346	354	1
2_3318_lociStitched	chr18	14674316	14677138	2	1171	NM_001161371	NM_001163609	NM_001161371	355	1
2_6459_lociStitched	chr8	27236294	27240724	2	543		NM_007918,NM_029674,NM_013462	NM_013462	356	1
2_6111_lociStitched	chr7	49701523	49709779	2	479		NM_001146050,NM_001146052	NM_001146050	357	1
2_6011_lociStitched	chr6	149129271	149131409	2	523		NM_001252096,NM_177192	NM_001252096	358	1
2_6461_lociStitched	chr8	27903835	27909638	2	625			NR_033590	359	1
2_6938_lociStitched	chr9	60430105	60434429	2	476	NM_001040426		NM_001040426	360	1
3_6385_lociStitched	chr8	3546603	3552597	3	1072		NM_053177,NM_001122818,NM_001024728,NM_001163749	NM_001024728	361	1
2_312_lociStitched	chr1	98086506	98092662	2	544	NM_013626	NR_040439,NR_037993	NM_013626	362	1
2_7173_lociStitched	chrX	48062890	48072360	2	569		NM_133213,NM_013912	NM_013912	363	1
2_3231_lociStitched	chr17	84351187	84355376	2	684	NM_183021		NM_183021	364	1
2_6873_lociStitched	chr9	46889971	46892190	2	738		NR_015605	NR_015605	365	1
2_2632_lociStitched	chr15	62958916	62962424	2	747			NR_045279	366	1
2_3894_lociStitched	chr2	65418660	65421743	2	776			NM_177074	367	1
2_5696_lociStitched	chr6	50423438	50429607	2	483	NM_001163645	NM_027881	NM_001163645	368	1
2_1842_lociStitched	chr13	40649897	40653300	2	556			NM_001122948	369	1
2_7051_lociStitched	chr9	102205532	102211789	2	685	NM_173447		NM_173447	370	1
2_5706_lociStitched	chr6	53017913	53021329	2	453	NM_173406		NM_173406	371	1
2_6404_lociStitched	chr8	10171635	10176907	2	720	NM_001081397		NM_001081397	372	1
2_3777_lociStitched	chr2	23002716	23006172	2	428	NM_145994		NM_145994	373	1
3_3219_lociStitched	chr17	83467020	83477610	3	1410	NM_199466	NM_009187	NM_009187	374	1
2_5130_lociStitched	chr5	14586611	14595667	2	614	NM_001110796,NM_011995		NM_001110796	375	1
2_4757_lociStitched	chr4	34554814	34558814	2	640	NM_001007589		NM_001007589	376	1
2_1888_lociStitched	chr13	51122543	51125784	2	606	NM_146043	NM_011462,NM_029173,NR_029463	NM_011462	377	1
2_5777_lociStitched	chr6	78239548	78244825	2	630			NM_011036	378	1
3_5953_lociStitched	chr6	135038714	135042323	3	1494		NM_026360,NM_181444	NM_181444	379	1
2_2206_lociStitched	chr14	27268496	27273457	2	1099	NM_027871		NM_027871	380	1
3_2348_lociStitched	chr14	72845913	72848653	3	1346			NM_207636	381	1
2_1432_lociStitched	chr12	3124052	3127606	2	534			NR_015551	382	1
2_808_lociStitched	chr10	66917912	66920756	2	674			NM_178606	383	1
2_4674_lociStitched	chr4	5511650	5515855	2	773			NR_038183	384	1
2_2747_lociStitched	chr16	5811182	5817402	2	384			NM_021477	385	1
2_805_lociStitched	chr10	64736596	64744655	2	922	NM_177612,NM_001164376,NM_001164519		NM_178678	386	1
2_4644_lociStitched	chr3	146469268	146473096	2	628	NM_027617	NM_028836,NM_010318,NM_027371	NM_028836	387	1
2_2417_lociStitched	chr14	99353163	99355736	2	633			NM_009769	388	1
2_261_lociStitched	chr1	86309305	86311294	2	617		NM_145222,NR_015507,NR_028478,NR_002851,NM_010880	NM_145222	389	1
2_1719_lociStitched	chr12	118910407	118918110	2	591	NM_029961		NM_029961	390	1
2_6593_lociStitched	chr8	81888038	81893809	2	824	NM_001024617		NM_001024617	391	1
2_2190_lociStitched	chr14	22046117	22059126	2	648	NM_028275		NM_028275	392	1
3_7264_lociStitched	chrX	103981843	103986609	3	776		NM_011276	NM_011276	393	1
2_176_lociStitched	chr1	59423146	59427226	2	908			NM_008057	394	1
2_750_lociStitched	chr10	46730547	46734277	2	854			NR_028276	395	1
2_6130_lociStitched	chr7	58664625	58669051	2	718	NM_009728		NM_009728	396	1
2_2603_lociStitched	chr15	55266627	55268428	2	967		NM_181277	NM_181277	397	1
2_2043_lociStitched	chr13	97552189	97555653	2	583		NR_046157	NR_046157	398	1
2_2300_lociStitched	chr14	61134214	61139037	2	764	NM_172809		NM_172809	399	1
2_7066_lociStitched	chr9	107958676	107961853	2	637	NM_011634	NM_026338,NM_145621,NM_023738,NM_013785,NM_026597	NM_011634	400	1
2_5970_lociStitched	chr6	140193165	140197570	2	500			NM_007605	401	1
2_1037_lociStitched	chr11	12467263	12470024	2	567		NM_172496	NM_172496	402	1
2_6229_lociStitched	chr7	97803162	97804960	2	907		NM_011035	NM_011035	403	1
2_7197_lociStitched	chrX	58039826	58042187	2	595		NM_009575	NM_009575	404	1
2_1358_lociStitched	chr11	101785814	101787861	2	670		NM_008815	NM_008815	405	1
2_5301_lociStitched	chr5	77186425	77189163	2	688		NM_183284	NM_183284	406	1
2_2336_lociStitched	chr14	67887991	67894301	2	893	NM_177780		NM_177780	407	1
2_5487_lociStitched	chr5	133712689	133718966	2	771			NM_030719	408	1
2_3041_lociStitched	chr17	21368028	21375579	2	507		NM_172486,NM_011760	NM_172486	409	1
2_3765_lociStitched	chr2	20653092	20655699	2	987	NM_029895,NM_001177630,NM_001081006		NM_001177630	410	1
2_1684_lociStitched	chr12	105085898	105087753	2	632			NM_028419	411	1
2_5083_lociStitched	chr4	149157495	149161173	2	461	NM_001081274	NM_007745,NM_027263	NM_001081274	412	1
2_2607_lociStitched	chr15	55655031	55660354	2	863	NM_016667		NM_134092	413	1
2_4324_lociStitched	chr3	18620665	18624421	2	792			NR_040544	414	1
2_4392_lociStitched	chr3	35721726	35724116	2	804		NM_029570	NM_029570	415	1
2_3718_lociStitched	chr2	5075850	5078408	2	987		NM_181848	NM_181848	416	1
2_4237_lociStitched	chr2	170772157	170775916	2	577	NM_001163686		NM_001163686	417	1
2_6323_lociStitched	chr7	126218341	126221017	2	840		NM_028816	NM_028816	418	1
2_2481_lociStitched	chr15	7115701	7117127	2	802		NM_001113386,NM_013584	NM_001113386	419	1
2_4998_lociStitched	chr4	127224396	127227696	2	885	NM_198618	NM_030252	NM_030252	420	1
3_3236_lociStitched	chr17	84713833	84720925	3	873	NM_028233	NM_026180,NM_031884	NM_026180	421	1
2_6520_lociStitched	chr8	51177583	51181969	2	493			NR_046067	422	1
2_3364_lociStitched	chr18	30689933	30698442	2	949			NM_181414	423	1
3_7299_lociStitched	chrX	144332968	144338238	3	823	NR_037145	NM_026247	NR_037145	424	1
2_2755_lociStitched	chr16	8706515	8709140	2	466	NM_001003918	NM_025821	NM_001003918	425	1
2_5009_lociStitched	chr4	129966339	129970434	2	593		NR_040647,NR_040648,NM_001199696	NR_040648	426	1
2_1207_lociStitched	chr11	68348151	68355072	2	596	NM_008744		NM_008744	427	1
2_2034_lociStitched	chr13	96673967	96676083	2	655		NM_008255	NM_008255	428	1
2_5449_lociStitched	chr5	126623168	126630136	2	514			NR_040685	429	1
2_619_lociStitched	chr10	17177172	17179033	2	610			NR_038020	430	1
2_7238_lociStitched	chrX	93089013	93097907	2	624			NM_007492	431	1
2_3125_lociStitched	chr17	50426477	50428061	2	753			NM_013880	432	1
2_431_lociStitched	chr1	153093241	153095703	2	570	NM_175460		NM_008485	433	1
2_3646_lociStitched	chr19	37877860	37881913	2	745			NM_001099634	434	1
2_3727_lociStitched	chr2	9443124	9446169	2	526			NR_038180	435	1
2_2293_lociStitched	chr14	60643048	60655967	2	676	NM_001033272		NM_001033272	436	1
2_766_lociStitched	chr10	56374210	56376331	2	542		NM_010288	NM_010288	437	1
2_4379_lociStitched	chr3	32758561	32763508	2	988		NM_025316,NM_029017	NM_025316	438	1
2_2994_lociStitched	chr17	6759924	6763881	2	509	NM_009510		NM_009510	439	1
2_1247_lociStitched	chr11	79425733	79427928	2	564	NM_010897		NR_045305	440	1
2_2562_lociStitched	chr15	37973073	37977434	2	994	NM_001081359	NM_199476	NM_199476	441	1
2_3132_lociStitched	chr17	51836988	51839819	2	626		NR_045095,NM_001163630,NM_001163631,NM_009122,NM_001163632	NM_001163632	442	1
2_6860_lociStitched	chr9	43188633	43191963	2	987	NM_011139	NM_178644	NM_011139	443	1
2_4123_lociStitched	chr2	146216237	146221736	2	496		NM_016889,NR_040619	NM_016889	444	1
2_3509_lociStitched	chr18	80184693	80186288	2	587		NM_025299,NM_178604,NM_001042408,NM_175028,NM_199197	NM_199197	445	1
2_2914_lociStitched	chr16	58629967	58636260	2	564	NM_175011	NM_007757,NM_001033404	NM_175011	446	1
2_6030_lociStitched	chr7	17895583	17903677	2	549			NM_023289	447	1
2_1010_lociStitched	chr11	5695158	5703035	2	619		NM_026080,NM_178623	NM_026080	448	1
2_665_lociStitched	chr10	25023935	25029779	2	899			NM_007482	449	1
3_2101_lociStitched	chr13	109775280	109778813	3	857	NM_011056		NR_035442	450	1
2_1428_lociStitched	chr11	120777113	120780307	2	726		NM_001177874,NM_145370,NM_026428,NM_007621,NM_009053,NM_026824,NM_007988	NM_009053	451	1
2_6490_lociStitched	chr8	36579605	36581586	2	943	NM_001194940,NM_001194941,NM_015802		NM_015802	452	1
3_3025_lociStitched	chr17	15378823	15382522	3	970		NR_033586,NM_024203,NR_033511,NM_007865	NM_007865	453	1
2_3280_lociStitched	chr18	4404147	4406114	2	607		NM_026157	NM_026157	454	1
2_7072_lociStitched	chr9	109546746	109549989	2	533		NM_199036	NM_199036	455	1
2_1942_lociStitched	chr13	63528833	63530856	2	905	NM_008957		NM_008957	456	1
2_853_lociStitched	chr10	83344244	83346362	2	678		NM_026579,NM_177388	NM_177388	457	1
2_2712_lociStitched	chr15	93519558	93521468	2	784	NM_001033217		NM_001033217	458	1
3_3282_lociStitched	chr18	5011647	5015218	3	1148		NM_153153	NM_153153	459	1
2_2107_lociStitched	chr13	111393432	111398234	2	704			NM_001122963	460	1
2_4446_lociStitched	chr3	64265785	64269004	2	577	NM_001104614		NM_001104614	461	1
2_4858_lociStitched	chr4	76011820	76014820	2	1055	NM_011211		NM_025849	462	1
2_3881_lociStitched	chr2	60142879	60145175	2	663		NM_001001182	NM_001001182	463	1
2_6727_lociStitched	chr8	118796517	118802498	2	843	NM_019707		NM_019707	464	1
2_4732_lociStitched	chr4	25796110	25799136	2	629	NM_010243		NM_010243	465	1
2_5917_lociStitched	chr6	122624477	122626516	2	776	NM_139218	NM_001134391,NM_008108	NM_139218	466	1
2_4287_lociStitched	chr3	3666738	3668120	2	609			NM_013920	467	1
2_5974_lociStitched	chr6	140727069	140731289	2	591			NM_009637	468	1
2_4588_lociStitched	chr3	122936684	122938756	2	705	NM_133857	NM_007980,NM_024461,NR_046036	NM_024461	469	1
2_5998_lociStitched	chr6	146458387	146461382	2	705	NM_019923		NM_019923	470	1
2_1295_lociStitched	chr11	88025383	88028027	2	640		NM_173374,NM_016686,NM_001168472,NM_026556,NM_001168471	NM_173374	471	1
2_1822_lociStitched	chr13	34827141	34831119	2	866		NM_013830	NM_013830	472	1
2_1515_lociStitched	chr12	41052828	41054605	2	914			NM_010733	473	1
1_7120_lociStitched	chrUn_JH584304	38757	38939	1	183		NR_003518	NR_003518	474	1
2_3867_lociStitched	chr2	51085143	51088208	2	789			NM_028810	475	1
2_3065_lociStitched	chr17	28981071	28985048	2	581	NM_134115	NM_025888,NR_036613,NM_153390	NM_134115	476	1
2_6132_lociStitched	chr7	60006239	60008207	2	632	NM_001082962,NM_001082961	NR_015456,NR_028529,NM_013670	NM_013670	477	1
2_55_lociStitched	chr1	15789153	15792057	2	883		NM_009352	NM_009352	478	1
2_1785_lociStitched	chr13	22841605	22844732	2	977		NM_001013787,NM_134235,NM_134243,NM_134241	NM_134243	479	1
2_3004_lociStitched	chr17	9199238	9202990	2	762		NR_027881	NR_027881	480	1
2_2217_lociStitched	chr14	28955306	28961776	2	520	NM_009785		NM_176920	481	1
2_1877_lociStitched	chr13	48159073	48160542	2	679	NR_102303		NM_031166	482	1
2_743_lociStitched	chr10	44698770	44700060	2	702			NM_007548	483	1
2_4103_lociStitched	chr2	140185776	140189909	2	447	NM_027093	NM_001081090	NM_027093	484	1
2_1511_lociStitched	chr12	40279233	40281995	2	577			NR_045157	485	1
3_4875_lociStitched	chr4	83328526	83330754	3	1131		NM_027238	NM_027238	486	1
2_6411_lociStitched	chr8	12431644	12434066	2	460	NR_027975	NM_009233	NM_009233	487	1
2_2381_lociStitched	chr14	78770440	78776915	2	581		NM_001081336	NM_001081336	488	1
2_4181_lociStitched	chr2	160111107	160113844	2	718			NR_040499	489	1
2_6570_lociStitched	chr8	75014054	75016282	2	465	NM_178017	NM_001136259	NM_001136259	490	1
2_6620_lociStitched	chr8	89269985	89272081	2	905			NM_021390	491	1
2_4464_lociStitched	chr3	72858611	72868492	2	898			NM_001081137	492	1
2_829_lociStitched	chr10	70739546	70742311	2	710			NR_045292	493	1
2_1395_lociStitched	chr11	112870642	112872962	2	800			NM_011448	494	1
2_6900_lociStitched	chr9	50980615	50982083	2	388	NM_178710		NM_178710	495	1
2_5554_lociStitched	chr6	4738779	4740161	2	565	NM_011360	NM_130877	NM_011360	496	1
2_2566_lociStitched	chr15	38151663	38154250	2	826			NM_008757	497	1
1_1406_lociStitched	chr11	116586417	116586719	1	303		NR_033223,NM_173755,NM_001167680,NM_172572	NM_173755	498	1
2_5888_lociStitched	chr6	112949404	112950670	2	671		NM_080448	NM_080448	499	1
1_3763_lociStitched	chr2	20549081	20549417	1	337	NM_029895,NM_001177630,NM_001081006		NM_001177630	500	1
2_5722_lociStitched	chr6	55791773	55792375	2	464		NM_001081665	NM_001081665	501	1
2_971_lociStitched	chr10	123807323	123813529	2	545			NR_045514	502	1
2_457_lociStitched	chr1	161157432	161158983	2	485	NM_028664,NM_001195189	NM_001039482	NM_001195189	503	1
2_4822_lociStitched	chr4	57688883	57691170	2	491	NM_172868		NM_172868	504	1
1_1220_lociStitched	chr11	72576497	72576936	1	440		NM_025985,NM_029932	NM_029932	505	1
1_1561_lociStitched	chr12	57098979	57099341	1	363	NM_001167976,NM_172577		NM_001167976	506	1
3_6232_lociStitched	chr7	98186733	98189968	3	916		NR_045972,NM_011010,NM_007602,NM_001081167	NM_007602	507	1
2_1946_lociStitched	chr13	63719473	63720909	2	519			NM_001013608	508	1
2_5751_lociStitched	chr6	67236496	67238306	2	650		NM_001113564	NM_001113564	509	1
2_1908_lociStitched	chr13	54215280	54216449	2	804	NM_001010973	NM_008286	NM_001010973	510	1
2_3153_lociStitched	chr17	64060559	64066806	2	534	NM_008000,NM_001037997		NM_008000	511	1
2_277_lociStitched	chr1	88807852	88810236	2	722			NR_040493	512	1
2_917_lociStitched	chr10	96655963	96659239	2	571		NM_007569	NM_007569	513	1
2_796_lociStitched	chr10	62474911	62477348	2	713	NM_133672,NM_001113355	NR_027926,NM_181423,NM_011157	NM_001113355	514	1
2_2888_lociStitched	chr16	43603858	43607319	2	558	NM_019778	NR_030576	NR_030576	515	1
3_1022_lociStitched	chr11	7531758	7535124	3	1161			NM_008343	516	1
2_1473_lociStitched	chr12	24993511	24995905	2	767	NM_001081378		NM_001081378	517	1
2_3871_lociStitched	chr2	52071339	52072406	2	526		NM_009398,NM_175238	NM_175238	518	1
2_4753_lociStitched	chr4	33904050	33909133	2	631		NM_007726	NM_007726	519	1
1_3507_lociStitched	chr18	80107077	80107426	1	350	NM_053117	NM_175028	NM_175028	520	1
2_3427_lociStitched	chr18	47492954	47496329	2	723		NR_033453,NR_033454	NR_033453	521	1
2_2338_lociStitched	chr14	67936480	67941891	2	700		NM_177780	NM_177780	522	1
2_6946_lociStitched	chr9	61468513	61471436	2	521			NM_009389	523	1
2_4125_lociStitched	chr2	146299975	146302726	2	907	NM_001033348	NR_040619	NR_040619	524	1
1_5831_lociStitched	chr6	94750545	94751042	1	498		NR_035483	NR_035483	525	1
1_2925_lociStitched	chr16	64885207	64886002	1	796		NM_178647	NM_178647	526	1
2_296_lociStitched	chr1	92432076	92433494	2	650		NM_024197,NM_147038	NM_024197	527	1
2_6035_lociStitched	chr7	19741644	19742789	2	762	NM_001159724,NM_008990	NM_007469,NM_001110009,NM_009696,NM_001109748,NM_020486	NM_001159724	528	1
2_2364_lociStitched	chr14	76455854	76461855	2	886	NM_207652	NM_001177751,NM_009366	NM_001177751	529	1
1_4585_lociStitched	chr3	122145296	122145790	1	495	NM_007378		NM_008129	530	1
2_4434_lociStitched	chr3	59877671	59880373	2	466		NM_001243003,NM_177661	NM_001243003	531	1
2_5574_lociStitched	chr6	7968929	7971307	2	533			NM_052993	532	1
2_6517_lociStitched	chr8	48807333	48810116	2	437			NM_001145937	533	1
1_4723_lociStitched	chr4	21722986	21723381	1	396		NM_001122982,NM_001080771,NM_029840	NM_001122982	534	1
2_1711_lociStitched	chr12	117235203	117240719	2	669	NM_011215,NR_044987	NR_029563	NR_029563	535	1
1_7109_lociStitched	chr9	118537524	118538352	1	829	NM_018748		NM_018748	536	1
1_7096_lociStitched	chr9	114640240	114640697	1	458		NM_146229,NM_153585	NM_153585	537	1
2_5810_lociStitched	chr6	92246383	92247876	2	841		NM_030081,NM_009426	NM_009426	538	1
1_2564_lociStitched	chr15	38059767	38060230	1	464	NM_001081359		NM_001081359	539	1
1_4282_lociStitched	chr2	181127789	181128224	1	436	NM_010611,NM_001006669,NM_001006680,NM_001006677,NM_001006676,NM_001006675	NM_007906	NM_010611	540	1
2_787_lociStitched	chr10	61415909	61416998	2	710		NM_013611,NM_013753,NM_010124	NM_013611	541	1
1_6010_lociStitched	chr6	148992289	148992716	1	428	NM_177192	NM_019643	NM_019643	542	1
2_6548_lociStitched	chr8	65062215	65064532	2	829		NM_153097,NR_040692	NR_040692	543	1
1_4687_lociStitched	chr4	8687996	8688619	1	624		NM_001277149,NM_001081417	NM_001277149	544	1
2_6200_lociStitched	chr7	89772972	89774168	2	583	NM_181407		NM_001162979	545	1
1_7310_lociStitched	chrX	153282187	153282667	1	481	NM_173780		NM_173780	546	1
2_3269_lociStitched	chr17	90624904	90631719	2	709	NM_177284		NR_045463	547	1
2_7184_lociStitched	chrX	52163787	52167781	2	527	NM_008150		NM_008150	548	1
2_6807_lociStitched	chr9	18722044	18723061	2	699		NM_146606	NM_146606	549	1
1_4524_lociStitched	chr3	95663519	95664134	1	616		NM_001026212,NM_008562,NM_144899	NM_008562	550	1
1_3784_lociStitched	chr2	26055304	26055790	1	487	NM_001037098,NM_026495	NM_133835	NM_133835	551	1
2_2845_lociStitched	chr16	30740529	30741528	2	576	NR_035427		NM_177632	552	1
1_3275_lociStitched	chr17	93482391	93482678	1	288			NM_009625	553	1
1_5788_lociStitched	chr6	83421778	83422175	1	398	NM_183138	NR_028382	NM_183138	554	1
2_1215_lociStitched	chr11	71763571	71765611	2	989	NM_177618		NM_177618	555	1
2_1593_lociStitched	chr12	72649906	72651639	2	515	NM_025522		NM_025522	556	1
2_5111_lociStitched	chr5	3577075	3578932	2	820	NM_029843	NM_001042501,NM_027777,NM_172991	NM_029843	557	1
2_838_lociStitched	chr10	75851125	75852088	2	715		NM_024440,NM_029472,NM_010361,NM_010798	NM_010798	558	1
1_3963_lociStitched	chr2	90708501	90708895	1	395	NM_021512	NM_018828	NM_021512	559	1
1_428_lociStitched	chr1	152917700	152917927	1	228		NM_175460,NM_001160257,NM_001160256	NM_001160256	560	1
2_2630_lociStitched	chr15	62010824	62013000	2	570		NM_001177352,NR_003368	NR_003368	561	1
2_6020_lociStitched	chr7	6258201	6259271	2	944	NM_001177416,NM_001177417	NM_133204,NM_001024928	NM_001177417	562	1
1_5524_lociStitched	chr5	144084239	144084759	1	521		NM_001081109,NM_033039	NM_001081109	563	1
1_1790_lociStitched	chr13	23586459	23586730	1	272	NM_178194,NM_001177653	NM_013548,NM_145713,NM_178196,NM_178188,NM_178204,NM_175654,NM_178197,NM_175655,NM_178205,NM_178187,NM_178195,NM_015787	NM_175654	564	1
1_1032_lociStitched	chr11	10051449	10052049	1	601			NM_178259	565	1
1_1323_lociStitched	chr11	95963457	95963849	1	393	NM_009951	NM_008081,NR_037223	NR_037223	566	1
3_1520_lociStitched	chr12	41727229	41730112	3	1021	NM_053122		NM_053122	567	1
2_6025_lociStitched	chr7	14047858	14050005	2	516			NM_001101534	568	1
2_674_lociStitched	chr10	26637542	26638516	2	644		NR_033633	NR_033633	569	1
1_5028_lociStitched	chr4	136146779	136147155	1	377		NM_008321,NM_177733	NM_008321	570	1
2_1540_lociStitched	chr12	53061778	53063483	2	627	NM_198111		NM_013780	571	1
2_576_lociStitched	chr1	193732103	193734293	2	637			NR_029592	572	1
1_1758_lociStitched	chr13	16830325	16831026	1	702			NM_008380	573	1
1_3423_lociStitched	chr18	46713567	46713888	1	322	NM_033037	NM_009681,NM_026217	NM_033037	574	1
1_6485_lociStitched	chr8	35956377	35956774	1	398			NR_046181	575	1
1_6383_lociStitched	chr8	3395218	3395610	1	393	NM_133962	NM_001033378	NM_133962	576	1
1_3295_lociStitched	chr18	10049393	10049773	1	381		NM_001038589	NM_001038589	577	1
1_6237_lociStitched	chr7	98770130	98770508	1	379			NM_028410	578	1
2_4510_lociStitched	chr3	89822259	89826915	2	929		NM_027315,NM_172530	NM_172530	579	1
1_168_lociStitched	chr1	57301246	57301489	1	244			NR_037999	580	1
1_2254_lociStitched	chr14	48716455	48716831	1	377	NR_029384		NR_029384	581	1
2_2145_lociStitched	chr14	8139665	8140749	2	639	NM_145458	NM_024221	NM_024221	582	1
1_216_lociStitched	chr1	72229057	72229323	1	267		NM_001005423	NM_001005423	583	1
