Input	Input Type	MGI Gene/Marker ID	Ensembl ID
Dync1h1	current symbol	MGI:103147	ENSMUSG00000018707
Dync1i2	current symbol	MGI:107750	ENSMUSG00000027012
Dync1li2	current symbol	MGI:107738	ENSMUSG00000035770
Dync2h1	current symbol	MGI:107736	ENSMUSG00000047193
Dynll2	current symbol	MGI:1915347	ENSMUSG00000020483
Dynlrb1	current symbol	MGI:1914318	ENSMUSG00000047459
Dyrk3	current symbol	MGI:1330300	ENSMUSG00000016526
E030011O05Rik	current symbol	MGI:2442867	
E130012A19Rik	old symbol	MGI:2143991	ENSMUSG00000043439
E130308A19Rik	current symbol	MGI:2442164	ENSMUSG00000045071
E130309D02Rik	old symbol	MGI:2442621	ENSMUSG00000039244
E130311K13Rik	current symbol	MGI:3607716	ENSMUSG00000048581
E130317F20Rik	current symbol	MGI:3041202	ENSMUSG00000091994
E2f1	current symbol	MGI:101941	ENSMUSG00000027490
E2f3	current symbol	MGI:1096340	ENSMUSG00000016477
E2f4	current symbol	MGI:103012	ENSMUSG00000014859
E2f8	current symbol	MGI:1922038	ENSMUSG00000046179
E430025E21Rik	old symbol	MGI:2146110	ENSMUSG00000022350
E4f1	current symbol	MGI:109530	ENSMUSG00000024137
Eaf1	current symbol	MGI:1921677	ENSMUSG00000021890
Eaf1	human synonym	MGI:2444036	ENSMUSG00000053877
Eapp	current symbol	MGI:1913516	ENSMUSG00000054302
Ears2	current symbol	MGI:1914667	ENSMUSG00000030871
Ebf1	current symbol	MGI:95275	ENSMUSG00000057098
Ebna1bp2	current symbol	MGI:1916322	ENSMUSG00000028729
Ebpl	current symbol	MGI:1915427	ENSMUSG00000021928
Ecd	current symbol	MGI:1917851	ENSMUSG00000021810
Ecd	human synonym	MGI:109238	ENSMUSG00000042541
Ech1	current symbol	MGI:1858208	ENSMUSG00000053898
Echdc1	current symbol	MGI:1277169	ENSMUSG00000019883
Echdc2	current symbol	MGI:1289238	ENSMUSG00000028601
Echs1	current symbol	MGI:2136460	ENSMUSG00000025465
Eci1	current symbol	MGI:94871	ENSMUSG00000024132
Eci2	current symbol	MGI:1346064	ENSMUSG00000021417
Eci2	human symbol	MGI:1916373	ENSMUSG00000021416
Ecm1	synonym	MGI:3044015	
Ecm1	current symbol	MGI:103060	ENSMUSG00000028108
Ecscr	current symbol	MGI:1915795	ENSMUSG00000073599
Ecsit	current symbol	MGI:1349469	ENSMUSG00000066839
Edc4	current symbol	MGI:2446249	ENSMUSG00000036270
Edem2	rat synonym	MGI:1914935	ENSMUSG00000092192
Edem2	current symbol	MGI:1915540	ENSMUSG00000038312
Edem3	current symbol	MGI:1914217	ENSMUSG00000043019
Eea1	current symbol	MGI:2442192	ENSMUSG00000036499
Eed	current symbol	MGI:95286	ENSMUSG00000030619
Eef1b2	current symbol	MGI:1929520	ENSMUSG00000025967
Eef1b2	zebrafish symbol	MGI:1921134	ENSMUSG00000027520
Eef1d	current symbol	MGI:1913906	ENSMUSG00000055762
Eef1e1	current symbol	MGI:1913393	ENSMUSG00000001707
Eef1g	current symbol	MGI:1914410	ENSMUSG00000071644
Eef2k	current symbol	MGI:1195261	ENSMUSG00000035064
Eefsec	current symbol	MGI:2137092	ENSMUSG00000033216
Eepd1	current symbol	MGI:1914734	ENSMUSG00000036611
Efcab2	current symbol	MGI:1915476	ENSMUSG00000026495
Efcab7	current symbol	MGI:2385199	ENSMUSG00000073791
Efemp2	current symbol	MGI:1891209	ENSMUSG00000024909
Efhb	current symbol	MGI:3045296	ENSMUSG00000023931
Efhd1	current symbol	MGI:1921607	ENSMUSG00000026255
Efna1	current symbol	MGI:103236	ENSMUSG00000027954
Efna2	current symbol	MGI:102707	ENSMUSG00000003070
Efna4	current symbol	MGI:106643	ENSMUSG00000028040
Efr3a	current symbol	MGI:1923990	ENSMUSG00000015002
Eftud1	old symbol	MGI:2141969	ENSMUSG00000038563
Eftud1	human synonym	MGI:107180	ENSMUSG00000036461
Eftud2	current symbol	MGI:1336880	ENSMUSG00000020929
Egfl7	current symbol	MGI:2449923	ENSMUSG00000026921
Egln1	current symbol	MGI:1932286	ENSMUSG00000031987
Egln3	current symbol	MGI:1932288	ENSMUSG00000035105
Ehd4	current symbol	MGI:1919619	ENSMUSG00000027293
Ehhadh	current symbol	MGI:1277964	ENSMUSG00000022853
Ehmt1	current symbol	MGI:1924933	ENSMUSG00000036893
Ehmt2	current symbol	MGI:2148922	ENSMUSG00000013787
Ei24	current symbol	MGI:108090	ENSMUSG00000062762
Eid1	current symbol	MGI:1889651	ENSMUSG00000091337
Eid2b	current symbol	MGI:1924095	ENSMUSG00000070705
Eif1ad	current symbol	MGI:1917110	ENSMUSG00000024841
Eif1b	zebrafish symbol	MGI:105125	ENSMUSG00000035530
Eif1b	current symbol	MGI:1916219	ENSMUSG00000006941
Eif2a	current symbol	MGI:1098684	ENSMUSG00000027810
Eif2a	old symbol	MGI:95299	ENSMUSG00000021116
Eif2ak2	current symbol	MGI:1353449	ENSMUSG00000024079
Eif2b1	current symbol	MGI:2384802	ENSMUSG00000029388
Eif2b2	current symbol	MGI:2145118	ENSMUSG00000004788
Eif2b3	current symbol	MGI:1313286	ENSMUSG00000028683
Eif2b4	current symbol	MGI:95300	ENSMUSG00000029145
Eif2b5	current symbol	MGI:2446176	ENSMUSG00000003235
Eif2d	current symbol	MGI:109342	ENSMUSG00000026427
Eif2s1	current symbol	MGI:95299	ENSMUSG00000021116
Eif2s2	current symbol	MGI:1914454	ENSMUSG00000074656
Eif3a	current symbol	MGI:95301	ENSMUSG00000024991
Eif3a	human synonym	MGI:1196288	ENSMUSG00000027613
Eif3b	current symbol	MGI:106478	ENSMUSG00000056076
Eif3c	current symbol	MGI:1926966	ENSMUSG00000030738
Eif3d	current symbol	MGI:1933181	ENSMUSG00000016554
Eif3e	current symbol	MGI:99257	ENSMUSG00000022336
Eif3f	current symbol	MGI:1913335	ENSMUSG00000031029
Eif3g	current symbol	MGI:1858258	ENSMUSG00000070319
Eif3h	current symbol	MGI:1915385	ENSMUSG00000022312
Eif3i	current symbol	MGI:1860763	ENSMUSG00000028798
Eif3k	current symbol	MGI:1921080	ENSMUSG00000053565
Eif3l	current symbol	MGI:2386251	ENSMUSG00000033047
Eif3m	current symbol	MGI:1351744	ENSMUSG00000027170
Eif4a2	current symbol	MGI:106906	ENSMUSG00000022884
Eif4a3	current symbol	MGI:1923731	ENSMUSG00000025580
Eif4a3	human symbol	MGI:3644226	ENSMUSG00000094973
Eif4a3	human symbol	MGI:3646594	ENSMUSG00000107906
Eif4b	current symbol	MGI:95304	ENSMUSG00000058655
Eif4e	current symbol	MGI:95305	ENSMUSG00000028156
Eif4e2	current symbol	MGI:1914440	ENSMUSG00000026254
Eif4ebp1	current symbol	MGI:103267	ENSMUSG00000031490
Eif4ebp2	current symbol	MGI:109198	ENSMUSG00000020091
Eif4g1	current symbol	MGI:2384784	ENSMUSG00000045983
Eif4g2	current symbol	MGI:109207	ENSMUSG00000005610
Eif4g3	current symbol	MGI:1923935	ENSMUSG00000028760
Eif4h	current symbol	MGI:1341822	ENSMUSG00000040731
Eif5	current symbol	MGI:95309	ENSMUSG00000021282
Eif5a2	current symbol	MGI:1933735	ENSMUSG00000050192
Eif6	current symbol	MGI:1196288	ENSMUSG00000027613
Elac1	current symbol	MGI:1890495	ENSMUSG00000036941
Elac2	current symbol	MGI:1890496	ENSMUSG00000020549
Elavl1	current symbol	MGI:1100851	ENSMUSG00000040028
Elavl4	current symbol	MGI:107427	ENSMUSG00000028546
Elf1	current symbol	MGI:107180	ENSMUSG00000036461
Elf1	zebrafish symbol	MGI:1928377	ENSMUSG00000031103
Elf1	human synonym	MGI:1913376	ENSMUSG00000013822
Elf1	synonym	MGI:98388	ENSMUSG00000020315
Elf2	current symbol	MGI:1916507	ENSMUSG00000037174
Ell2	current symbol	MGI:2183438	ENSMUSG00000001542
Ell3	current symbol	MGI:2673679	ENSMUSG00000027246
Elmo1	current symbol	MGI:2153044	ENSMUSG00000041112
Elmo3	current symbol	MGI:2679007	ENSMUSG00000014791
Elmod2	current symbol	MGI:2445165	ENSMUSG00000035151
Elmod3	current symbol	MGI:2445168	ENSMUSG00000056698
Elovl1	current symbol	MGI:1858959	ENSMUSG00000006390
Elovl6	current symbol	MGI:2156528	ENSMUSG00000041220
Elp2	current symbol	MGI:1889642	ENSMUSG00000024271
Elp3	current symbol	MGI:1921445	ENSMUSG00000022031
Emb	current symbol	MGI:95321	ENSMUSG00000021728
Emb	synonym	MGI:102935	ENSMUSG00000009739
Emb	human synonym	MGI:2144013	ENSMUSG00000020290
Eme1	current symbol	MGI:3576783	ENSMUSG00000039055
Emg1	current symbol	MGI:1315195	ENSMUSG00000004268
Emilin1	current symbol	MGI:1926189	ENSMUSG00000029163
Eml1	current symbol	MGI:1915769	ENSMUSG00000058070
Eml1	rat synonym	MGI:1919455	ENSMUSG00000040811
Eml2	current symbol	MGI:1919455	ENSMUSG00000040811
Eml3	current symbol	MGI:2387612	ENSMUSG00000071647
Eml4	current symbol	MGI:1926048	ENSMUSG00000032624
Eml5	current symbol	MGI:2442513	ENSMUSG00000051166
Emp2	current symbol	MGI:1098726	ENSMUSG00000022505
Enah	current symbol	MGI:108360	ENSMUSG00000022995
Eng	current symbol	MGI:95392	ENSMUSG00000026814
Eno1	current symbol	MGI:95393	ENSMUSG00000063524
Eno1	human symbol	MGI:3648653	ENSMUSG00000059040
Eno2	current symbol	MGI:95394	ENSMUSG00000004267
Enoph1	current symbol	MGI:1915120	ENSMUSG00000029326
Enpp5	current symbol	MGI:1933830	ENSMUSG00000023960
Ensa	current symbol	MGI:1891189	ENSMUSG00000038619
Entpd2	current symbol	MGI:1096863	ENSMUSG00000015085
Entpd5	current symbol	MGI:1321385	ENSMUSG00000021236
Entpd6	current symbol	MGI:1202295	ENSMUSG00000033068
Ep300	current symbol	MGI:1276116	ENSMUSG00000055024
Ep400	current symbol	MGI:1276124	ENSMUSG00000029505
Epas1	current symbol	MGI:109169	ENSMUSG00000024140
Epb4.1	old symbol	MGI:95401	ENSMUSG00000028906
Epb4.1l1	old symbol	MGI:103010	ENSMUSG00000027624
Epb4.1l2	old symbol	MGI:103009	ENSMUSG00000019978
Epb4.1l3	old symbol	MGI:103008	ENSMUSG00000024044
Epb4.1l4a	old symbol	MGI:103007	ENSMUSG00000024376
Epc1	current symbol	MGI:1278322	ENSMUSG00000024240
Epcam	current symbol	MGI:106653	ENSMUSG00000045394
Epcam	zebrafish symbol	MGI:1861606	ENSMUSG00000051397
Epha4	current symbol	MGI:98277	ENSMUSG00000026235
Epha7	current symbol	MGI:95276	ENSMUSG00000028289
Ephb2	rat synonym	MGI:1096337	ENSMUSG00000032537
Ephb2	current symbol	MGI:99611	ENSMUSG00000028664
Ephb6	current symbol	MGI:1096338	ENSMUSG00000029869
Ephx1	current symbol	MGI:95405	ENSMUSG00000038776
Epn1	current symbol	MGI:1333763	ENSMUSG00000035203
Epn2	current symbol	MGI:1333766	ENSMUSG00000001036
Eprs	old symbol	MGI:97838	ENSMUSG00000026615
Eps8	current symbol	MGI:104684	ENSMUSG00000015766
Eps8l2	current symbol	MGI:2138828	ENSMUSG00000025504
Erap1	current symbol	MGI:1933403	ENSMUSG00000021583
Erbb2ip	old symbol	MGI:1890169	ENSMUSG00000021709
Erc1	current symbol	MGI:2151013	ENSMUSG00000030172
Erc1	synonym	MGI:6856807	
Erc2	current symbol	MGI:1098749	ENSMUSG00000040640
Erc2	synonym	MGI:6856807	
Ercc1	current symbol	MGI:95412	ENSMUSG00000003549
Ercc3	current symbol	MGI:95414	ENSMUSG00000024382
Ercc4	current symbol	MGI:1354163	ENSMUSG00000022545
Ercc5	current symbol	MGI:103582	ENSMUSG00000026048
Ercc8	current symbol	MGI:1919241	ENSMUSG00000021694
Ergic1	current symbol	MGI:1914708	ENSMUSG00000001576
Ergic2	current symbol	MGI:1914706	ENSMUSG00000030304
Eri1	current symbol	MGI:1914526	ENSMUSG00000031527
Eri3	current symbol	MGI:2153887	ENSMUSG00000033423
Erich1	current symbol	MGI:3588201	ENSMUSG00000051978
Ero1l	old symbol	MGI:1354385	ENSMUSG00000021831
Ero1lb	old symbol	MGI:1914725	ENSMUSG00000057069
Erp44	current symbol	MGI:1923549	ENSMUSG00000028343
Esco1	current symbol	MGI:1925055	ENSMUSG00000024293
Esco2	current symbol	MGI:1919238	ENSMUSG00000022034
Esf1	current symbol	MGI:1913830	ENSMUSG00000045624
Espl1	current symbol	MGI:2146156	ENSMUSG00000058290
Esyt2	current symbol	MGI:1261845	ENSMUSG00000021171
Etaa1	current symbol	MGI:1915395	ENSMUSG00000016984
Etf1	current symbol	MGI:2385071	ENSMUSG00000024360
Etfa	current symbol	MGI:106092	ENSMUSG00000032314
Etfb	current symbol	MGI:106098	ENSMUSG00000004610
Etfdh	current symbol	MGI:106100	ENSMUSG00000027809
Ethe1	current symbol	MGI:1913321	ENSMUSG00000064254
Etl4	current symbol	MGI:95454	ENSMUSG00000036617
Etnk1	current symbol	MGI:1922570	ENSMUSG00000030275
Ets2	current symbol	MGI:95456	ENSMUSG00000022895
Etv4	current symbol	MGI:99423	ENSMUSG00000017724
Etv6	current symbol	MGI:109336	ENSMUSG00000030199
Evl	current symbol	MGI:1194884	ENSMUSG00000021262
Ewsr1	current symbol	MGI:99960	ENSMUSG00000009079
Exd1	current symbol	MGI:3045306	ENSMUSG00000048647
Exd2	current symbol	MGI:1922485	ENSMUSG00000032705
Exo1	current symbol	MGI:1349427	ENSMUSG00000039748
Exoc1	current symbol	MGI:2445020	ENSMUSG00000036435
Exoc1	human synonym	MGI:1859270	ENSMUSG00000020792
Exoc2	current symbol	MGI:1913732	ENSMUSG00000021357
Exoc2	current symbol	MGI:1913732	ENSMUSG00000113515
Exoc3	current symbol	MGI:2443972	ENSMUSG00000034152
Exoc3l	current symbol	MGI:3041195	ENSMUSG00000043251
Exoc4	current symbol	MGI:1096376	ENSMUSG00000029763
Exoc7	current symbol	MGI:1859270	ENSMUSG00000020792
Exosc1	current symbol	MGI:1913833	ENSMUSG00000034321
Exosc4	current symbol	MGI:1923576	ENSMUSG00000034259
Exosc5	current symbol	MGI:107889	ENSMUSG00000061286
Exosc7	current symbol	MGI:1913696	ENSMUSG00000025785
Exosc8	current symbol	MGI:1916889	ENSMUSG00000027752
Exosc9	current symbol	MGI:1355319	ENSMUSG00000027714
Ext1	current symbol	MGI:894663	ENSMUSG00000061731
Ext2	current symbol	MGI:108050	ENSMUSG00000027198
Extl3	current symbol	MGI:1860765	ENSMUSG00000021978
Eya3	current symbol	MGI:109339	ENSMUSG00000028886
Ezh1	current symbol	MGI:1097695	ENSMUSG00000006920
Ezh2	current symbol	MGI:107940	ENSMUSG00000029687
Ezr	current symbol	MGI:98931	ENSMUSG00000052397
F11r	current symbol	MGI:1321398	ENSMUSG00000038235
F2	current symbol	MGI:88380	ENSMUSG00000027249
F2	synonym	MGI:1351605	ENSMUSG00000060036
F2	human synonym	MGI:1921294	ENSMUSG00000033222
Fads1	current symbol	MGI:1923517	ENSMUSG00000010663
Fads1	human synonym	MGI:103581	ENSMUSG00000057280
Faf1	current symbol	MGI:109419	ENSMUSG00000010517
Faf2	current symbol	MGI:1923827	ENSMUSG00000025873
Fam110a	current symbol	MGI:1921097	ENSMUSG00000027459
Fam114a2	current symbol	MGI:1917629	ENSMUSG00000020523
Fam118a	current symbol	MGI:1920475	ENSMUSG00000022434
Fam118b	zebrafish symbol	MGI:1920475	ENSMUSG00000022434
Fam118b	current symbol	MGI:1924483	ENSMUSG00000050471
Fam120b	current symbol	MGI:1914794	ENSMUSG00000014763
Fam126a	old symbol	MGI:2149839	ENSMUSG00000028995
Fam129b	old symbol	MGI:2442910	ENSMUSG00000026796
Fam129c	old symbol	MGI:3686743	ENSMUSG00000043243
Fam133b	current symbol	MGI:1915402	ENSMUSG00000058503
Fam134b	old symbol	MGI:1913520	ENSMUSG00000022270
Fam134c	old symbol	MGI:1915248	ENSMUSG00000017802
Fam135a	current symbol	MGI:1915437	ENSMUSG00000026153
Fam136a	current symbol	MGI:1913738	ENSMUSG00000057497
Fam13b	current symbol	MGI:2447834	ENSMUSG00000036501
Fam13c	current symbol	MGI:1918971	ENSMUSG00000043259
Fam159a	old symbol	MGI:3651644	ENSMUSG00000059816
Fam160a2	old symbol	MGI:1921599	ENSMUSG00000044465
Fam161a	current symbol	MGI:1921123	ENSMUSG00000049811
Fam162a	current symbol	MGI:1917436	ENSMUSG00000003955
Fam168a	current symbol	MGI:2442372	ENSMUSG00000029461
Fam168b	current symbol	MGI:2448487	ENSMUSG00000037503
Fam169b	current symbol	MGI:3644026	ENSMUSG00000074071
Fam172a	old symbol	MGI:1915925	ENSMUSG00000064138
Fam173b	old symbol	MGI:1915323	ENSMUSG00000039065
Fam174b	current symbol	MGI:3698178	ENSMUSG00000078670
Fam175a	old symbol	MGI:1917931	ENSMUSG00000035234
Fam175b	old symbol	MGI:1926116	ENSMUSG00000030965
Fam179b	old symbol	MGI:2684313	ENSMUSG00000035614
Fam188a	old symbol	MGI:1914210	ENSMUSG00000026767
Fam188b	old symbol	MGI:3583959	ENSMUSG00000038022
Fam192a	old symbol	MGI:1919637	ENSMUSG00000031774
Fam193a	current symbol	MGI:2447768	ENSMUSG00000037210
Fam193b	current symbol	MGI:2385851	ENSMUSG00000021495
Fam20b	current symbol	MGI:2443990	ENSMUSG00000033557
Fam26e	old symbol	MGI:2143897	ENSMUSG00000049872
Fam26f	old symbol	MGI:2443082	ENSMUSG00000046031
Fam32a	current symbol	MGI:1915172	ENSMUSG00000003039
Fam35a	old symbol	MGI:1922948	ENSMUSG00000041471
Fam49b	old symbol	MGI:1923520	ENSMUSG00000022378
Fam53a	current symbol	MGI:1919225	ENSMUSG00000037339
Fam53c	current symbol	MGI:1913556	ENSMUSG00000034300
Fam63b	old symbol	MGI:2443086	ENSMUSG00000042444
Fam64a	old symbol	MGI:1924434	ENSMUSG00000020808
Fam65a	old symbol	MGI:1922937	ENSMUSG00000038604
Fam69a	old symbol	MGI:1914516	ENSMUSG00000029270
Fam69b	old symbol	MGI:1927576	ENSMUSG00000036186
Fam73a	old symbol	MGI:1924567	ENSMUSG00000054942
Fam73b	old symbol	MGI:1922035	ENSMUSG00000026858
Fam76a	current symbol	MGI:2385211	ENSMUSG00000028878
Fam76b	current symbol	MGI:1920076	ENSMUSG00000037808
Fam78a	current symbol	MGI:2443569	ENSMUSG00000050592
Fam83g	current symbol	MGI:1916890	ENSMUSG00000042377
Fam83h	current symbol	MGI:2145900	ENSMUSG00000046761
Fam89b	current symbol	MGI:106595	ENSMUSG00000024939
Fam92a	old symbol	MGI:1915349	ENSMUSG00000028218
Fam96a	old symbol	MGI:1915500	ENSMUSG00000032381
Fam96b	old symbol	MGI:1915773	ENSMUSG00000031879
Fam98a	current symbol	MGI:1919972	ENSMUSG00000002017
Fam98b	current symbol	MGI:1915465	ENSMUSG00000027349
Fanca	current symbol	MGI:1341823	ENSMUSG00000032815
Fancd2	current symbol	MGI:2448480	ENSMUSG00000034023
Fance	current symbol	MGI:1920025	ENSMUSG00000007570
Fancl	current symbol	MGI:1914280	ENSMUSG00000004018
Fancm	current symbol	MGI:2442306	ENSMUSG00000055884
Far1	current symbol	MGI:1914670	ENSMUSG00000030759
Farp1	current symbol	MGI:2446173	ENSMUSG00000025555
Fars2	current symbol	MGI:1917205	ENSMUSG00000021420
Farsa	current symbol	MGI:1913840	ENSMUSG00000003808
Farsb	current symbol	MGI:1346035	ENSMUSG00000026245
Fasn	current symbol	MGI:95485	ENSMUSG00000025153
Fastk	current symbol	MGI:1913837	ENSMUSG00000028959
Fastkd2	current symbol	MGI:1922869	ENSMUSG00000025962
Fastkd5	current symbol	MGI:2139469	ENSMUSG00000079043
Fat1	current symbol	MGI:109168	ENSMUSG00000070047
Fblim1	current symbol	MGI:1921452	ENSMUSG00000006219
Fblim1	rat symbol	MGI:104816	ENSMUSG00000015165
Fbln1	current symbol	MGI:95487	ENSMUSG00000006369
Fbn2	current symbol	MGI:95490	ENSMUSG00000024598
Fbxl14	current symbol	MGI:2141676	ENSMUSG00000030019
Fbxl18	current symbol	MGI:2444450	ENSMUSG00000066640
Fbxl19	current symbol	MGI:3039600	ENSMUSG00000030811
Fbxl2	current symbol	MGI:1919429	ENSMUSG00000032507
Fbxl2	rat synonym	MGI:1919444	ENSMUSG00000020883
Fbxl5	current symbol	MGI:2152883	ENSMUSG00000039753
Fbxl7	current symbol	MGI:3052506	ENSMUSG00000043556
Fbxo11	current symbol	MGI:2147134	ENSMUSG00000005371
Fbxo15	current symbol	MGI:1354755	ENSMUSG00000034391
Fbxo22	current symbol	MGI:1926014	ENSMUSG00000032309
Fbxo24	current symbol	MGI:1918426	ENSMUSG00000089984
Fbxo30	current symbol	MGI:1919115	ENSMUSG00000047648
Fbxo30	old symbol	MGI:1354695	ENSMUSG00000028086
Fbxo31	synonym	MGI:1914391	ENSMUSG00000019773
Fbxo31	current symbol	MGI:1354708	ENSMUSG00000052934
Fbxo33	current symbol	MGI:1917861	ENSMUSG00000035329
Fbxo36	current symbol	MGI:1289192	ENSMUSG00000073633
Fbxo42	current symbol	MGI:1924992	ENSMUSG00000028920
Fbxo44	current symbol	MGI:1354744	ENSMUSG00000029001
Fbxo45	current symbol	MGI:2447775	ENSMUSG00000035764
Fbxo6	current symbol	MGI:1354743	ENSMUSG00000055401
Fbxo7	current symbol	MGI:1917004	ENSMUSG00000001786
Fbxo8	current symbol	MGI:1354696	ENSMUSG00000038206
Fbxw11	current symbol	MGI:2144023	ENSMUSG00000020271
Fbxw2	current symbol	MGI:1353435	ENSMUSG00000035949
Fbxw5	current symbol	MGI:1354731	ENSMUSG00000015095
Fbxw7	current symbol	MGI:1354695	ENSMUSG00000028086
Fbxw8	current symbol	MGI:1923041	ENSMUSG00000032867
Fcf1	current symbol	MGI:1920986	ENSMUSG00000021243
Fcho2	current symbol	MGI:3505790	ENSMUSG00000041685
Fdft1	current symbol	MGI:102706	ENSMUSG00000021273
Fdxr	current symbol	MGI:104724	ENSMUSG00000018861
Fech	current symbol	MGI:95513	ENSMUSG00000024588
Fem1a	current symbol	MGI:1335089	ENSMUSG00000043683
Fem1a	human symbol	MGI:2441689	ENSMUSG00000078157
Fem1a	human synonym	MGI:2444737	ENSMUSG00000033319
Fem1b	current symbol	MGI:1335087	ENSMUSG00000032244
Fen1	current symbol	MGI:102779	ENSMUSG00000024742
Fermt2	current symbol	MGI:2385001	ENSMUSG00000037712
Fert2	old symbol	MGI:105917	ENSMUSG00000000127
Fgd6	current symbol	MGI:1261419	ENSMUSG00000020021
Fgfr1	current symbol	MGI:95522	ENSMUSG00000031565
Fgfr1op2	current symbol	MGI:1914779	ENSMUSG00000040242
Fgfr2	current symbol	MGI:95523	ENSMUSG00000030849
Fgfrl1	current symbol	MGI:2150920	ENSMUSG00000008090
Fh1	current symbol	MGI:95530	ENSMUSG00000026526
Fh1	human synonym	MGI:2446089	ENSMUSG00000025278
Fhdc1	current symbol	MGI:2684972	ENSMUSG00000041842
Fhod1	current symbol	MGI:2679008	ENSMUSG00000014778
Fhod3	current symbol	MGI:1925847	ENSMUSG00000034295
Fhod3	human synonym	MGI:109569	ENSMUSG00000023008
Fibp	current symbol	MGI:1926233	ENSMUSG00000024911
Fig4	current symbol	MGI:2143585	ENSMUSG00000038417
Fignl1	current symbol	MGI:1890648	ENSMUSG00000035455
Fip1l1	current symbol	MGI:1914149	ENSMUSG00000029227
Fis1	current symbol	MGI:1913687	ENSMUSG00000019054
Fis1	old symbol	MGI:95536	
Fitm2	current symbol	MGI:2444508	ENSMUSG00000048486
Fiz1	current symbol	MGI:1344336	ENSMUSG00000061374
Fjx1	current symbol	MGI:1341907	ENSMUSG00000075012
Fkbp10	current symbol	MGI:104769	ENSMUSG00000001555
Fkbp11	current symbol	MGI:1913370	ENSMUSG00000003355
Fkbp14	current symbol	MGI:2387639	ENSMUSG00000038074
Fkbp15	current symbol	MGI:2444782	ENSMUSG00000066151
Fkbp1a	current symbol	MGI:95541	ENSMUSG00000032966
Fkbp3	current symbol	MGI:1353460	ENSMUSG00000020949
Fkbp4	current symbol	MGI:95543	ENSMUSG00000030357
Fkbp5	current symbol	MGI:104670	ENSMUSG00000024222
Fkbp7	current symbol	MGI:1336879	ENSMUSG00000002732
Fkbp8	current symbol	MGI:1341070	ENSMUSG00000019428
Fkbp9	current symbol	MGI:1350921	ENSMUSG00000029781
Fkrp	current symbol	MGI:2447586	ENSMUSG00000048920
Fktn	current symbol	MGI:2179507	ENSMUSG00000028414
Flcn	current symbol	MGI:2442184	ENSMUSG00000032633
Flii	current symbol	MGI:1342286	ENSMUSG00000002812
Flnb	current symbol	MGI:2446089	ENSMUSG00000025278
Flot2	current symbol	MGI:103309	ENSMUSG00000061981
Flrt2	current symbol	MGI:3603594	ENSMUSG00000047414
Flrt3	current symbol	MGI:1918686	ENSMUSG00000051379
Flywch1	current symbol	MGI:2442638	ENSMUSG00000040097
Fmn1	current symbol	MGI:101815	ENSMUSG00000044042
Fmn2	current symbol	MGI:1859252	ENSMUSG00000028354
Fmnl1	current symbol	MGI:1888994	ENSMUSG00000055805
Fmnl2	current symbol	MGI:1918659	ENSMUSG00000036053
Fmnl3	current symbol	MGI:109569	ENSMUSG00000023008
Fn1	current symbol	MGI:95566	ENSMUSG00000026193
Fnbp1	current symbol	MGI:109606	ENSMUSG00000075415
Fnbp1l	current symbol	MGI:1925642	ENSMUSG00000039735
Fnbp4	current symbol	MGI:1860513	ENSMUSG00000008200
Fndc3a	current symbol	MGI:1196463	ENSMUSG00000033487
Fndc3b	current symbol	MGI:1919257	ENSMUSG00000039286
Fnip1	current symbol	MGI:2444668	ENSMUSG00000035992
Fnta	current symbol	MGI:104683	ENSMUSG00000015994
Fntb	current symbol	MGI:1861305	ENSMUSG00000033373
Folr1	current symbol	MGI:95568	ENSMUSG00000001827
Folr1	human synonym	MGI:95569	ENSMUSG00000032725
Folr2	current symbol	MGI:95569	ENSMUSG00000032725
Fos	current symbol	MGI:95574	ENSMUSG00000021250
Foxj3	current symbol	MGI:2443432	ENSMUSG00000032998
Foxk1	current symbol	MGI:1347488	ENSMUSG00000056493
Foxk2	current symbol	MGI:1916087	ENSMUSG00000039275
Foxm1	current symbol	MGI:1347487	ENSMUSG00000001517
Foxo1	current symbol	MGI:1890077	ENSMUSG00000044167
Foxo3	current symbol	MGI:1890081	ENSMUSG00000048756
Foxo6	current symbol	MGI:2676586	ENSMUSG00000052135
Foxp4	current symbol	MGI:1921373	ENSMUSG00000023991
Foxred1	current symbol	MGI:2446262	ENSMUSG00000039048
Foxred2	current symbol	MGI:106315	ENSMUSG00000016552
Fpgs	current symbol	MGI:95576	ENSMUSG00000009566
Frg1	current symbol	MGI:893597	ENSMUSG00000031590
Frk	current symbol	MGI:103265	ENSMUSG00000019779
Frmd4a	current symbol	MGI:1919850	ENSMUSG00000026657
Frrs1	current symbol	MGI:108076	ENSMUSG00000033386
Frs2	current symbol	MGI:1100860	ENSMUSG00000020170
Fryl	current symbol	MGI:1919563	ENSMUSG00000070733
Fscn1	current symbol	MGI:1352745	ENSMUSG00000029581
Fstl1	current symbol	MGI:102793	ENSMUSG00000022816
Fto	current symbol	MGI:1347093	ENSMUSG00000055932
Ftsj2	old symbol	MGI:1915267	ENSMUSG00000029557
Ftsj3	current symbol	MGI:1860295	ENSMUSG00000020706
Fubp1	current symbol	MGI:1196294	ENSMUSG00000028034
Fuca1	current symbol	MGI:95593	ENSMUSG00000028673
Fuca2	current symbol	MGI:1914098	ENSMUSG00000019810
Furin	current symbol	MGI:97513	ENSMUSG00000030530
Fus	current symbol	MGI:1353633	ENSMUSG00000030795
