Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
Atat1	current symbol	MGI:1913869	Atat1	alpha tubulin acetyltransferase 1	protein coding gene	ENSMUSG00000024426
Polh	current symbol	MGI:1891457	Polh	polymerase (DNA directed), eta (RAD 30 related)	protein coding gene	ENSMUSG00000023953
Oard1	current symbol	MGI:2146818	Oard1	O-acyl-ADP-ribose deacylase 1	protein coding gene	ENSMUSG00000040771
Fem1a	current symbol	MGI:1335089	Fem1a	fem 1 homolog a	protein coding gene	ENSMUSG00000043683
Fem1a	human symbol	MGI:2441689	Fem1al	fem-1 homolog A like	protein coding gene	ENSMUSG00000078157
Fem1a	human synonym	MGI:2444737	Fem1c	fem 1 homolog c	protein coding gene	ENSMUSG00000033319
Ticam1	current symbol	MGI:2147032	Ticam1	TIR domain containing adaptor molecule 1	protein coding gene	ENSMUSG00000047123
Ppp4r1	current symbol	MGI:1917601	Ppp4r1	protein phosphatase 4, regulatory subunit 1	protein coding gene	ENSMUSG00000061950
Ndufv2	current symbol	MGI:1920150	Ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	protein coding gene	ENSMUSG00000024099
Tgif1	current symbol	MGI:1194497	Tgif1	TGFB-induced factor homeobox 1	protein coding gene	ENSMUSG00000047407
Myl12a	current symbol	MGI:1914518	Myl12a	myosin, light chain 12A, regulatory, non-sarcomeric	protein coding gene	ENSMUSG00000024048
Myl12a	human symbol	MGI:107494	Myl12b	myosin, light chain 12B, regulatory	protein coding gene	ENSMUSG00000034868
Myom1	current symbol	MGI:1341430	Myom1	myomesin 1	protein coding gene	ENSMUSG00000024049
Wdr43	current symbol	MGI:1919765	Wdr43	WD repeat domain 43	protein coding gene	ENSMUSG00000041057
Lclat1	current symbol	MGI:2684937	Lclat1	lysocardiolipin acyltransferase 1	protein coding gene	ENSMUSG00000054469
Ndufaf7	current symbol	MGI:1920944	Ndufaf7	NADH:ubiquinone oxidoreductase complex assembly factor 7	protein coding gene	ENSMUSG00000024082
Zfp36l2	current symbol	MGI:107945	Zfp36l2	zinc finger protein 36, C3H type-like 2	protein coding gene	ENSMUSG00000045817
Rhoq	current symbol	MGI:1931553	Rhoq	ras homolog family member Q	protein coding gene	ENSMUSG00000024143
Socs5	current symbol	MGI:2385459	Socs5	suppressor of cytokine signaling 5	protein coding gene	ENSMUSG00000037104
Mcfd2	current symbol	MGI:2183439	Mcfd2	multiple coagulation factor deficiency 2	protein coding gene	ENSMUSG00000024150
Ttc7	current symbol	MGI:1920999	Ttc7	tetratricopeptide repeat domain 7	protein coding gene	ENSMUSG00000036918
Foxn2	current symbol	MGI:1347478	Foxn2	forkhead box N2	protein coding gene	ENSMUSG00000034998
3110002H16Rik	old symbol	MGI:1916528	Rmc1	regulator of MON1-CCZ1	protein coding gene	ENSMUSG00000024410
Cdc23	current symbol	MGI:1098815	Cdc23	CDC23 cell division cycle 23	protein coding gene	ENSMUSG00000024370
Sil1	current symbol	MGI:1932040	Sil1	SIL1 nucleotide exchange factor	protein coding gene	ENSMUSG00000024357
Snx24	current symbol	MGI:1916476	Snx24	sorting nexing 24	protein coding gene	ENSMUSG00000024535
Synpo	current symbol	MGI:1099446	Synpo	synaptopodin	protein coding gene	ENSMUSG00000043079
Tubb6	current symbol	MGI:1915201	Tubb6	tubulin, beta 6 class V	protein coding gene	ENSMUSG00000001473
Cep76	current symbol	MGI:1923401	Cep76	centrosomal protein 76	protein coding gene	ENSMUSG00000073542
Fam210a	current symbol	MGI:1914000	Fam210a	family with sequence similarity 210, member A	protein coding gene	ENSMUSG00000038121
Ctdp1	current symbol	MGI:1926953	Ctdp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	protein coding gene	ENSMUSG00000033323
Rad9a	current symbol	MGI:1328356	Rad9a	RAD9 checkpoint clamp component A	protein coding gene	ENSMUSG00000024824
Yif1a	current symbol	MGI:1915340	Yif1a	Yip1 interacting factor homolog A (S. cerevisiae)	protein coding gene	ENSMUSG00000024875
Rab1b	current symbol	MGI:1923558	Rab1b	RAB1B, member RAS oncogene family	protein coding gene	ENSMUSG00000024870
Cdc42ep2	current symbol	MGI:1929744	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	protein coding gene	ENSMUSG00000045664
Ahnak	current symbol	MGI:1316648	Ahnak	AHNAK nucleoprotein (desmoyokin)	protein coding gene	ENSMUSG00000069833
Fth1	current symbol	MGI:95588	Fth1	ferritin heavy polypeptide 1	protein coding gene	ENSMUSG00000024661
Rab3il1	current symbol	MGI:1922010	Rab3il1	RAB3A interacting protein (rabin3)-like 1	protein coding gene	ENSMUSG00000024663
Fen1	current symbol	MGI:102779	Fen1	flap structure specific endonuclease 1	protein coding gene	ENSMUSG00000024742
Ccdc86	current symbol	MGI:1277220	Ccdc86	coiled-coil domain containing 86	protein coding gene	ENSMUSG00000024732
Rfx3	current symbol	MGI:106582	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	protein coding gene	ENSMUSG00000040929
Sgms1	current symbol	MGI:2444110	Sgms1	sphingomyelin synthase 1	protein coding gene	ENSMUSG00000040451
Fas	current symbol	MGI:95484	Fas	Fas (TNF receptor superfamily member 6)	protein coding gene	ENSMUSG00000024778
Fas	synonym	MGI:95485	Fasn	fatty acid synthase	protein coding gene	ENSMUSG00000025153
Pdlim1	current symbol	MGI:1860611	Pdlim1	PDZ and LIM domain 1 (elfin)	protein coding gene	ENSMUSG00000055044
Kazald1	current symbol	MGI:2147606	Kazald1	Kazal-type serine peptidase inhibitor domain 1	protein coding gene	ENSMUSG00000025213
Actr1a	current symbol	MGI:1858964	Actr1a	ARP1 actin-related protein 1A, centractin alpha	protein coding gene	ENSMUSG00000025228
Cuedc2	current symbol	MGI:1914366	Cuedc2	CUE domain containing 2	protein coding gene	ENSMUSG00000036748
Add3	current symbol	MGI:1351615	Add3	adducin 3 (gamma)	protein coding gene	ENSMUSG00000025026
Tcf7l2	current symbol	MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	protein coding gene	ENSMUSG00000024985
Rab11fip2	current symbol	MGI:1922248	Rab11fip2	RAB11 family interacting protein 2 (class I)	protein coding gene	ENSMUSG00000040022
Nudt5	current symbol	MGI:1858232	Nudt5	nudix hydrolase 5	protein coding gene	ENSMUSG00000025817
Itga8	current symbol	MGI:109442	Itga8	integrin alpha 8	protein coding gene	ENSMUSG00000026768
Hacd1	current symbol	MGI:1353592	Hacd1	3-hydroxyacyl-CoA dehydratase 1	protein coding gene	ENSMUSG00000063275
Thnsl1	current symbol	MGI:2139347	Thnsl1	threonine synthase-like 1 (bacterial)	protein coding gene	ENSMUSG00000048550
Uap1l1	current symbol	MGI:2443318	Uap1l1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	protein coding gene	ENSMUSG00000026956
Gpsm1	current symbol	MGI:1915089	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	protein coding gene	ENSMUSG00000026930
Pmpca	current symbol	MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	protein coding gene	ENSMUSG00000026926
Cacfd1	current symbol	MGI:1924317	Cacfd1	calcium channel flower domain containing 1	protein coding gene	ENSMUSG00000015488
Surf4	current symbol	MGI:98445	Surf4	surfeit gene 4	protein coding gene	ENSMUSG00000014867
Asb6	current symbol	MGI:1919573	Asb6	ankyrin repeat and SOCS box-containing 6	protein coding gene	ENSMUSG00000039483
Angptl2	current symbol	MGI:1347002	Angptl2	angiopoietin-like 2	protein coding gene	ENSMUSG00000004105
Zeb2	current symbol	MGI:1344407	Zeb2	zinc finger E-box binding homeobox 2	protein coding gene	ENSMUSG00000026872
Acvr2a	current symbol	MGI:102806	Acvr2a	activin receptor IIA	protein coding gene	ENSMUSG00000052155
Rnd3	current symbol	MGI:1921444	Rnd3	Rho family GTPase 3	protein coding gene	ENSMUSG00000017144
Sp3	current symbol	MGI:1277166	Sp3	trans-acting transcription factor 3	protein coding gene	ENSMUSG00000027109
Nfe2l2	current symbol	MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	protein coding gene	ENSMUSG00000015839
Itgav	current symbol	MGI:96608	Itgav	integrin alpha V	protein coding gene	ENSMUSG00000027087
Knl1	current symbol	MGI:1923714	Knl1	kinetochore scaffold 1	protein coding gene	ENSMUSG00000027326
Snap23	current symbol	MGI:109356	Snap23	synaptosomal-associated protein 23	protein coding gene	ENSMUSG00000027287
B2m	current symbol	MGI:88127	B2m	beta-2 microglobulin	protein coding gene	ENSMUSG00000060802
Fbn1	current symbol	MGI:95489	Fbn1	fibrillin 1	protein coding gene	ENSMUSG00000027204
Ap5s1	current symbol	MGI:1916846	Ap5s1	adaptor-related protein 5 complex, sigma 1 subunit	protein coding gene	ENSMUSG00000068264
Mavs	current symbol	MGI:2444773	Mavs	mitochondrial antiviral signaling protein	protein coding gene	ENSMUSG00000037523
Prnp	current symbol	MGI:97769	Prnp	prion protein	protein coding gene	ENSMUSG00000079037
Dstn	current symbol	MGI:1929270	Dstn	destrin	protein coding gene	ENSMUSG00000015932
Mgme1	current symbol	MGI:1921778	Mgme1	mitochondrial genome maintenance exonuclease 1	protein coding gene	ENSMUSG00000027424
Napb	current symbol	MGI:104562	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta	protein coding gene	ENSMUSG00000027438
Napb	human synonym	MGI:1858222	Septin9	septin 9	protein coding gene	ENSMUSG00000059248
Zcchc3	current symbol	MGI:1915167	Zcchc3	zinc finger, CCHC domain containing 3	protein coding gene	ENSMUSG00000074682
Id1	current symbol	MGI:96396	Id1	inhibitor of DNA binding 1, HLH protein	protein coding gene	ENSMUSG00000042745
Zfp341	current symbol	MGI:2682937	Zfp341	zinc finger protein 341	protein coding gene	ENSMUSG00000059842
Phf20	current symbol	MGI:2444148	Phf20	PHD finger protein 20	protein coding gene	ENSMUSG00000038116
1110008F13Rik	old symbol	MGI:1914638	Rab5if	RAB5 interacting factor	protein coding gene	ENSMUSG00000027637
Jph2	current symbol	MGI:1891496	Jph2	junctophilin 2	protein coding gene	ENSMUSG00000017817
Sdc4	current symbol	MGI:1349164	Sdc4	syndecan 4	protein coding gene	ENSMUSG00000017009
Gm20716	current symbol	MGI:5313163	Gm20716	predicted gene 20716	protein coding gene	ENSMUSG00000093752
Rtf2	current symbol	MGI:1913654	Rtf2	replication termination factor 2	protein coding gene	ENSMUSG00000027502
Pmepa1	current symbol	MGI:1929600	Pmepa1	prostate transmembrane protein, androgen induced 1	protein coding gene	ENSMUSG00000038400
Ctsz	current symbol	MGI:1891190	Ctsz	cathepsin Z	protein coding gene	ENSMUSG00000016256
Prelid3b	current symbol	MGI:1913640	Prelid3b	PRELI domain containing 3B	protein coding gene	ENSMUSG00000016257
Psma7	current symbol	MGI:1347070	Psma7	proteasome subunit alpha 7	protein coding gene	ENSMUSG00000027566
Ss18l1	current symbol	MGI:2444061	Ss18l1	SS18, nBAF chromatin remodeling complex subunit like 1	protein coding gene	ENSMUSG00000039086
Fndc3b	current symbol	MGI:1919257	Fndc3b	fibronectin type III domain containing 3B	protein coding gene	ENSMUSG00000039286
Anxa5	current symbol	MGI:106008	Anxa5	annexin A5	protein coding gene	ENSMUSG00000027712
Spata5	old symbol	MGI:1927170	Afg2a	AFG2 AAA ATPase homolog A	protein coding gene	ENSMUSG00000027722
Ankrd50	current symbol	MGI:2139777	Ankrd50	ankyrin repeat domain 50	protein coding gene	ENSMUSG00000044864
Wwtr1	current symbol	MGI:1917649	Wwtr1	WW domain containing transcription regulator 1	protein coding gene	ENSMUSG00000027803
Schip1	rat symbol	MGI:5439400	Iqschfp	Iqcj and Schip1 fusion protein	protein coding gene	ENSMUSG00000102422
Schip1	current symbol	MGI:1353557	Schip1	schwannomin interacting protein 1	protein coding gene	ENSMUSG00000027777
Pdgfc	current symbol	MGI:1859631	Pdgfc	platelet-derived growth factor, C polypeptide	protein coding gene	ENSMUSG00000028019
Kirrel	old symbol	MGI:1891396	Kirrel1	kirre like nephrin family adhesion molecule 1	protein coding gene	ENSMUSG00000041734
Isg20l2	current symbol	MGI:2140076	Isg20l2	interferon stimulated exonuclease gene 20-like 2	protein coding gene	ENSMUSG00000048039
Crabp2	current symbol	MGI:88491	Crabp2	cellular retinoic acid binding protein II	protein coding gene	ENSMUSG00000004885
Tsacc	current symbol	MGI:1924177	Tsacc	TSSK6 activating co-chaperone	protein coding gene	ENSMUSG00000010538
Lmna	current symbol	MGI:96794	Lmna	lamin A	protein coding gene	ENSMUSG00000028063
Hax1	current symbol	MGI:1346319	Hax1	HCLS1 associated X-1	protein coding gene	ENSMUSG00000027944
Cers2	current symbol	MGI:1924143	Cers2	ceramide synthase 2	protein coding gene	ENSMUSG00000015714
Sike1	current symbol	MGI:1913891	Sike1	suppressor of IKBKE 1	protein coding gene	ENSMUSG00000027854
Phtf1	current symbol	MGI:1332671	Phtf1	putative homeodomain transcription factor 1	protein coding gene	ENSMUSG00000058388
St7l	current symbol	MGI:2386964	St7l	suppression of tumorigenicity 7-like	protein coding gene	ENSMUSG00000045576
Gnai3	current symbol	MGI:95773	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3	protein coding gene	ENSMUSG00000000001
F3	human synonym	MGI:105980	Cntn1	contactin 1	protein coding gene	ENSMUSG00000055022
F3	current symbol	MGI:88381	F3	coagulation factor III	protein coding gene	ENSMUSG00000028128
F3	synonym	MGI:1333750	Or1x2	olfactory receptor family 1 subfamily X member 2	protein coding gene	ENSMUSG00000059397
Camk2d	current symbol	MGI:1341265	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	protein coding gene	ENSMUSG00000053819
Cyr61	old symbol	MGI:88613	Ccn1	cellular communication network factor 1	protein coding gene	ENSMUSG00000028195
Adgrl2	current symbol	MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	protein coding gene	ENSMUSG00000028184
Runx1t1	current symbol	MGI:104793	Runx1t1	RUNX1 translocation partner 1	protein coding gene	ENSMUSG00000006586
Dnaja1	current symbol	MGI:1270129	Dnaja1	DnaJ heat shock protein family (Hsp40) member A1	protein coding gene	ENSMUSG00000028410
Dnaja1	zebrafish symbol	MGI:1927638	Dnaja4	DnaJ heat shock protein family (Hsp40) member A4	protein coding gene	ENSMUSG00000032285
B4galt1	current symbol	MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	protein coding gene	ENSMUSG00000028413
Fam214b	old symbol	MGI:2441854	Atosb	atos homolog B	protein coding gene	ENSMUSG00000036002
Hint2	current symbol	MGI:1916167	Hint2	histidine triad nucleotide binding protein 2	protein coding gene	ENSMUSG00000028470
Polr1e	current symbol	MGI:1929022	Polr1e	polymerase (RNA) I polypeptide E	protein coding gene	ENSMUSG00000028318
Nr4a3	current symbol	MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	protein coding gene	ENSMUSG00000028341
Txn1	current symbol	MGI:98874	Txn1	thioredoxin 1	protein coding gene	ENSMUSG00000028367
Snapc3	current symbol	MGI:1916338	Snapc3	small nuclear RNA activating complex, polypeptide 3	protein coding gene	ENSMUSG00000028483
Pde4b	current symbol	MGI:99557	Pde4b	phosphodiesterase 4B, cAMP specific	protein coding gene	ENSMUSG00000028525
0610037L13Rik	old symbol	MGI:1921348	Czib	CXXC motif containing zinc binding protein	protein coding gene	ENSMUSG00000028608
Stil	current symbol	MGI:107477	Stil	Scl/Tal1 interrupting locus	protein coding gene	ENSMUSG00000028718
Mknk1	current symbol	MGI:894316	Mknk1	MAP kinase-interacting serine/threonine kinase 1	protein coding gene	ENSMUSG00000028708
Elovl1	current symbol	MGI:1858959	Elovl1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	protein coding gene	ENSMUSG00000006390
Mfsd2a	current symbol	MGI:1923824	Mfsd2a	MFSD2 lysolipid transporter A, lysophospholipid	protein coding gene	ENSMUSG00000028655
Ppie	current symbol	MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	protein coding gene	ENSMUSG00000028651
Atpif1	old symbol	MGI:1196457	Atp5if1	ATP synthase inhibitory factor subunit 1	protein coding gene	ENSMUSG00000054428
Wasf2	current symbol	MGI:1098641	Wasf2	WASP family, member 2	protein coding gene	ENSMUSG00000028868
Id3	current symbol	MGI:96398	Id3	inhibitor of DNA binding 3	protein coding gene	ENSMUSG00000007872
Id3	synonym	MGI:1333746	Or1j21	olfactory receptor family 1 subfamily J member 21	protein coding gene	ENSMUSG00000111021
Minos1	old symbol	MGI:1913628	Micos10	mitochondrial contact site and cristae organizing system subunit 10	protein coding gene	ENSMUSG00000050608
Capzb	current symbol	MGI:104652	Capzb	capping actin protein of muscle Z-line subunit beta	protein coding gene	ENSMUSG00000028745
Fbxo42	current symbol	MGI:1924992	Fbxo42	F-box protein 42	protein coding gene	ENSMUSG00000028920
Tnfrsf1b	current symbol	MGI:1314883	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	protein coding gene	ENSMUSG00000028599
Agtrap	current symbol	MGI:1339977	Agtrap	angiotensin II, type I receptor-associated protein	protein coding gene	ENSMUSG00000029007
Spsb1	current symbol	MGI:1921896	Spsb1	splA/ryanodine receptor domain and SOCS box containing 1	protein coding gene	ENSMUSG00000039911
Camta1	current symbol	MGI:2140230	Camta1	calmodulin binding transcription activator 1	protein coding gene	ENSMUSG00000014592
Nadk	current symbol	MGI:2183149	Nadk	NAD kinase	protein coding gene	ENSMUSG00000029063
Ccnl2	current symbol	MGI:1927119	Ccnl2	cyclin L2	protein coding gene	ENSMUSG00000029068
Fzd1	current symbol	MGI:1196625	Fzd1	frizzled class receptor 1	protein coding gene	ENSMUSG00000044674
Ost4	current symbol	MGI:1914945	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)	protein coding gene	ENSMUSG00000038803
Fosl2	current symbol	MGI:102858	Fosl2	fos-like antigen 2	protein coding gene	ENSMUSG00000029135
Mrpl33	current symbol	MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	protein coding gene	ENSMUSG00000106918
Tmem129	current symbol	MGI:1915616	Tmem129	transmembrane protein 129	protein coding gene	ENSMUSG00000019295
Tacc3	current symbol	MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	protein coding gene	ENSMUSG00000037313
Sorcs2	current symbol	MGI:1932289	Sorcs2	sortilin-related VPS10 domain containing receptor 2	protein coding gene	ENSMUSG00000029093
Wdr1	current symbol	MGI:1337100	Wdr1	WD repeat domain 1	protein coding gene	ENSMUSG00000005103
Sepsecs	current symbol	MGI:1098791	Sepsecs	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	protein coding gene	ENSMUSG00000029173
Apbb2	current symbol	MGI:108405	Apbb2	amyloid beta (A4) precursor protein-binding, family B, member 2	protein coding gene	ENSMUSG00000029207
Rasl11b	current symbol	MGI:1916189	Rasl11b	RAS-like, family 11, member B	protein coding gene	ENSMUSG00000049907
Sec31a	current symbol	MGI:1916412	Sec31a	SEC31 homolog A, COPII coat complex component	protein coding gene	ENSMUSG00000035325
Wdfy3	current symbol	MGI:1096875	Wdfy3	WD repeat and FYVE domain containing 3	protein coding gene	ENSMUSG00000043940
Pkd2	current symbol	MGI:1099818	Pkd2	polycystin 2, transient receptor potential cation channel	protein coding gene	ENSMUSG00000034462
Pkd2	synonym	MGI:2141917	Prkd2	protein kinase D2	protein coding gene	ENSMUSG00000041187
Pus1	current symbol	MGI:1929237	Pus1	pseudouridine synthase 1	protein coding gene	ENSMUSG00000029507
Srsf9	current symbol	MGI:104896	Srsf9	serine and arginine-rich splicing factor 9	protein coding gene	ENSMUSG00000029538
Tbx3	current symbol	MGI:98495	Tbx3	T-box 3	protein coding gene	ENSMUSG00000018604
Rpl6	current symbol	MGI:108057	Rpl6	ribosomal protein L6	protein coding gene	ENSMUSG00000029614
Rpl6	human symbol	MGI:3647789	Rpl6l	ribosomal protein L6-like	pseudogene	ENSMUSG00000091086
Vps29	current symbol	MGI:1928344	Vps29	VPS29 retromer complex component	protein coding gene	ENSMUSG00000029462
Gpn3	current symbol	MGI:1289326	Gpn3	GPN-loop GTPase 3	protein coding gene	ENSMUSG00000029464
Tmed2	current symbol	MGI:1929269	Tmed2	transmembrane p24 trafficking protein 2	protein coding gene	ENSMUSG00000029390
Nipsnap2	current symbol	MGI:1278343	Nipsnap2	nipsnap homolog 2	protein coding gene	ENSMUSG00000029432
Mmp17	current symbol	MGI:1346076	Mmp17	matrix metallopeptidase 17	protein coding gene	ENSMUSG00000029436
Zbed5	current symbol	MGI:1919220	Zbed5	zinc finger BED-type containing 5	protein coding gene	ENSMUSG00000034173
Stx1a	current symbol	MGI:109355	Stx1a	syntaxin 1A (brain)	protein coding gene	ENSMUSG00000007207
Zfand2a	current symbol	MGI:2140729	Zfand2a	zinc finger, AN1-type domain 2A	protein coding gene	ENSMUSG00000053581
Zfand2a	zebrafish symbol	MGI:1916068	Zfand2b	zinc finger, AN1 type domain 2B	protein coding gene	ENSMUSG00000026197
Mad1l1	current symbol	MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	protein coding gene	ENSMUSG00000029554
Bri3	current symbol	MGI:1933174	Bri3	brain protein I3	protein coding gene	ENSMUSG00000047843
Bri3	synonym	MGI:1927594	Itm2c	integral membrane protein 2C	protein coding gene	ENSMUSG00000026223
Baiap2l1	current symbol	MGI:1914148	Baiap2l1	BAI1-associated protein 2-like 1	protein coding gene	ENSMUSG00000038859
Medag	current symbol	MGI:1917967	Medag	mesenteric estrogen dependent adipogenesis	protein coding gene	ENSMUSG00000029659
Col1a2	current symbol	MGI:88468	Col1a2	collagen, type I, alpha 2	protein coding gene	ENSMUSG00000029661
Sem1	current symbol	MGI:109238	Sem1	SEM1, 26S proteasome complex subunit	protein coding gene	ENSMUSG00000042541
Cav1	current symbol	MGI:102709	Cav1	caveolin 1, caveolae protein	protein coding gene	ENSMUSG00000007655
Calu	current symbol	MGI:1097158	Calu	calumenin	protein coding gene	ENSMUSG00000029767
Chchd3	current symbol	MGI:1913325	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	protein coding gene	ENSMUSG00000053768
Creb3l2	current symbol	MGI:2442695	Creb3l2	cAMP responsive element binding protein 3-like 2	protein coding gene	ENSMUSG00000038648
Hipk2	current symbol	MGI:1314872	Hipk2	homeodomain interacting protein kinase 2	protein coding gene	ENSMUSG00000061436
Cycs	current symbol	MGI:88578	Cycs	cytochrome c, somatic	protein coding gene	ENSMUSG00000063694
Gars	current symbol	MGI:2449057	Gars	glycyl-tRNA synthetase	protein coding gene	ENSMUSG00000029777
Gars	human synonym	MGI:95654	Gart	phosphoribosylglycinamide formyltransferase	protein coding gene	ENSMUSG00000022962
Ppm1k	current symbol	MGI:2442111	Ppm1k	protein phosphatase 1K (PP2C domain containing)	protein coding gene	ENSMUSG00000037826
Vamp5	current symbol	MGI:1858622	Vamp5	vesicle-associated membrane protein 5	protein coding gene	ENSMUSG00000073002
Capg	current symbol	MGI:1098259	Capg	capping protein (actin filament), gelsolin-like	protein coding gene	ENSMUSG00000056737
Capg	human synonym	MGI:1930197	Ncapg	non-SMC condensin I complex, subunit G	protein coding gene	ENSMUSG00000015880
Tcf7l1	current symbol	MGI:1202876	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	protein coding gene	ENSMUSG00000055799
Hk2	human synonym	MGI:95292	Egfbp2	epidermal growth factor binding protein type B	protein coding gene	
Hk2	current symbol	MGI:1315197	Hk2	hexokinase 2	protein coding gene	ENSMUSG00000000628
Hk2	human synonym	MGI:2181664	Hook2	hook microtubule tethering protein 2	protein coding gene	ENSMUSG00000052566
Hk2	human synonym	MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein coding gene	ENSMUSG00000045534
Hk2	human synonym	MGI:108390	Kif2a	kinesin family member 2A	protein coding gene	ENSMUSG00000021693
Hk2	human synonym	MGI:102850	Klk1	kallikrein 1	protein coding gene	ENSMUSG00000063903
Hk2	human synonym	MGI:892019	Klk1b1	kallikrein 1-related peptidase b1	protein coding gene	ENSMUSG00000063133
Hk2	human synonym	MGI:97322	Klk1b3	kallikrein 1-related peptidase b3	protein coding gene	ENSMUSG00000066515
Hk2	human synonym	MGI:97320	Klk1b4	kallikrein 1-related pepidase b4	protein coding gene	ENSMUSG00000066513
Hk2	human synonym	MGI:892020	Klk1b5	kallikrein 1-related peptidase b5	protein coding gene	ENSMUSG00000066512
Hk2	human synonym	MGI:892018	Klk1b8	kallikrein 1-related peptidase b8	protein coding gene	ENSMUSG00000063089
Hk2	human synonym	MGI:95293	Klk1b9	kallikrein 1-related peptidase b9	protein coding gene	ENSMUSG00000059042
Hk2	human synonym	MGI:892023	Klk1b11	kallikrein 1-related peptidase b11	protein coding gene	ENSMUSG00000044485
Hk2	human synonym	MGI:891982	Klk1b16	kallikrein 1-related peptidase b16	protein coding gene	ENSMUSG00000038968
Hk2	human synonym	MGI:892022	Klk1b21	kallikrein 1-related peptidase b21	protein coding gene	ENSMUSG00000066516
Hk2	human synonym	MGI:95291	Klk1b22	kallikrein 1-related peptidase b22	protein coding gene	ENSMUSG00000060177
Hk2	human synonym	MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	protein coding gene	ENSMUSG00000063713
Hk2	human synonym	MGI:891981	Klk1b26	kallikrein 1-related petidase b26	protein coding gene	ENSMUSG00000053719
Hk2	human synonym	MGI:891980	Klk1b27	kallikrein 1-related peptidase b27	protein coding gene	ENSMUSG00000063177
Nagk	current symbol	MGI:1860418	Nagk	N-acetylglucosamine kinase	protein coding gene	ENSMUSG00000034744
Foxp1	current symbol	MGI:1914004	Foxp1	forkhead box P1	protein coding gene	ENSMUSG00000030067
Vgll4	current symbol	MGI:2652840	Vgll4	vestigial like family member 4	protein coding gene	ENSMUSG00000030315
Hnrnpf	current symbol	MGI:2138741	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	protein coding gene	ENSMUSG00000042079
Bcl2l13	current symbol	MGI:2136959	Bcl2l13	BCL2-like 13 (apoptosis facilitator)	protein coding gene	ENSMUSG00000009112
Emg1	current symbol	MGI:1315195	Emg1	EMG1 N1-specific pseudouridine methyltransferase	protein coding gene	ENSMUSG00000004268
Parp11	current symbol	MGI:2141505	Parp11	poly (ADP-ribose) polymerase family, member 11	protein coding gene	ENSMUSG00000037997
Clec2d	current symbol	MGI:2135589	Clec2d	C-type lectin domain family 2, member d	protein coding gene	ENSMUSG00000030157
Clec2d	human symbol	MGI:3028921	Clec2e	C-type lectin domain family 2, member e	protein coding gene	ENSMUSG00000030155
Clec2d	human symbol	MGI:3522133	Clec2f	C-type lectin domain family 2, member f	protein coding gene	ENSMUSG00000089728
Clec2d	human symbol	MGI:1918059	Clec2g	C-type lectin domain family 2, member g	protein coding gene	ENSMUSG00000000248
Clec2d	human symbol	MGI:2136934	Clec2h	C-type lectin domain family 2, member h	protein coding gene	ENSMUSG00000030364
Clec2d	human symbol	MGI:2136650	Clec2i	C-type lectin domain family 2, member i	protein coding gene	ENSMUSG00000030365
Arhgdib	current symbol	MGI:101940	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta	protein coding gene	ENSMUSG00000030220
Eps8	current symbol	MGI:104684	Eps8	epidermal growth factor receptor pathway substrate 8	protein coding gene	ENSMUSG00000015766
Bhlhe41	current symbol	MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	protein coding gene	ENSMUSG00000030256
Ehd2	current symbol	MGI:2154274	Ehd2	EH-domain containing 2	protein coding gene	ENSMUSG00000074364
Ehd2	synonym	MGI:1928900	Ehd3	EH-domain containing 3	protein coding gene	ENSMUSG00000024065
