Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
NM_173447	RefSeq	MGI:1096337	Ephb1	Eph receptor B1	protein coding gene	ENSMUSG00000032537
NM_173406	RefSeq	MGI:2141450	Jazf1	JAZF zinc finger 1	protein coding gene	ENSMUSG00000063568
NM_001081397	RefSeq	MGI:2685951	Myo16	myosin XVI	protein coding gene	ENSMUSG00000039057
NM_145994	RefSeq	MGI:104913	Abi1	abl interactor 1	protein coding gene	ENSMUSG00000058835
NM_199466	RefSeq	MGI:1926048	Eml4	echinoderm microtubule associated protein like 4	protein coding gene	ENSMUSG00000032624
NM_001110796	RefSeq	MGI:1349390	Pclo	piccolo (presynaptic cytomatrix protein)	protein coding gene	ENSMUSG00000061601
NM_011995	RefSeq	MGI:1349390	Pclo	piccolo (presynaptic cytomatrix protein)	protein coding gene	ENSMUSG00000061601
NM_001007589	RefSeq	MGI:1889364	Akirin2	akirin 2	protein coding gene	ENSMUSG00000028291
NM_146043	RefSeq	MGI:109242	Spin1	spindlin 1	protein coding gene	ENSMUSG00000021395
NM_027871	RefSeq	MGI:1918954	Arhgef3	Rho guanine nucleotide exchange factor 3	protein coding gene	ENSMUSG00000021895
NM_177612	RefSeq	MGI:2661445	Ctnna3	catenin alpha 3	protein coding gene	ENSMUSG00000060843
NM_001164376	RefSeq	MGI:2661445	Ctnna3	catenin alpha 3	protein coding gene	ENSMUSG00000060843
NM_001164519	RefSeq	MGI:2661445	Ctnna3	catenin alpha 3	protein coding gene	ENSMUSG00000060843
NM_027617	RefSeq	MGI:1918201	Spata1	spermatogenesis associated 1	protein coding gene	ENSMUSG00000028188
NM_029961	RefSeq	MGI:1924956	Abcb5	ATP-binding cassette, sub-family B member 5	protein coding gene	ENSMUSG00000072791
NM_001024617	RefSeq	MGI:2158925	Inpp4b	inositol polyphosphate-4-phosphatase, type II	protein coding gene	ENSMUSG00000037940
NM_028275	RefSeq	MGI:1923883	Lrmda	leucine rich melanocyte differentiation associated	protein coding gene	ENSMUSG00000063458
NM_009728	RefSeq	MGI:1330809	Atp10a	ATPase, class V, type 10A	protein coding gene	ENSMUSG00000025324
NM_172809	RefSeq	MGI:1354724	Sacs	sacsin	protein coding gene	ENSMUSG00000048279
NM_011634	RefSeq	MGI:1096377	Traip	TRAF-interacting protein	protein coding gene	ENSMUSG00000032586
NM_177780	RefSeq	MGI:2652871	Dock5	dedicator of cytokinesis 5	protein coding gene	ENSMUSG00000044447
NM_029895	RefSeq	MGI:95454	Etl4	enhancer trap locus 4	protein coding gene	ENSMUSG00000036617
NM_001177630	RefSeq	MGI:95454	Etl4	enhancer trap locus 4	protein coding gene	ENSMUSG00000036617
NM_001081006	RefSeq	MGI:95454	Etl4	enhancer trap locus 4	protein coding gene	ENSMUSG00000036617
NM_001081274	RefSeq	MGI:97553	Pgd	phosphogluconate dehydrogenase	protein coding gene	ENSMUSG00000028961
NM_016667	RefSeq	MGI:101781	Sntb1	syntrophin, basic 1	protein coding gene	ENSMUSG00000060429
NM_001163686	RefSeq	MGI:1924079	Dok5	docking protein 5	protein coding gene	ENSMUSG00000027560
NM_198618	RefSeq	MGI:3039563	Dlgap3	DLG associated protein 3	protein coding gene	ENSMUSG00000042388
NM_028233	RefSeq	MGI:1919666	Lrpprc	leucine-rich PPR-motif containing	protein coding gene	ENSMUSG00000024120
NR_037145	RefSeq	MGI:1914824	Alg13	asparagine-linked glycosylation 13	protein coding gene	ENSMUSG00000041718
NM_001003918	RefSeq	MGI:2182061	Usp7	ubiquitin specific peptidase 7	protein coding gene	ENSMUSG00000022710
NM_008744	RefSeq	MGI:105088	Ntn1	netrin 1	protein coding gene	ENSMUSG00000020902
NM_175460	RefSeq	MGI:2444155	Nmnat2	nicotinamide nucleotide adenylyltransferase 2	protein coding gene	ENSMUSG00000042751
NM_001033272	RefSeq	MGI:104838	Spata13	spermatogenesis associated 13	protein coding gene	ENSMUSG00000021990
NM_009510	RefSeq	MGI:98931	Ezr	ezrin	protein coding gene	ENSMUSG00000052397
NM_010897	RefSeq	MGI:97306	Nf1	neurofibromin 1	protein coding gene	ENSMUSG00000020716
NM_001081359	RefSeq	MGI:1918040	Ubr5	ubiquitin protein ligase E3 component n-recognin 5	protein coding gene	ENSMUSG00000037487
NM_011139	RefSeq	MGI:102565	Pou2f3	POU domain, class 2, transcription factor 3	protein coding gene	ENSMUSG00000032015
NM_175011	RefSeq	MGI:3045360	Ftdc2	ferritin domain containing 2	protein coding gene	ENSMUSG00000055789
NM_001194940	RefSeq	MGI:1354949	Dlc1	deleted in liver cancer 1	protein coding gene	ENSMUSG00000031523
NM_001194941	RefSeq	MGI:1354949	Dlc1	deleted in liver cancer 1	protein coding gene	ENSMUSG00000031523
NM_015802	RefSeq	MGI:1354949	Dlc1	deleted in liver cancer 1	protein coding gene	ENSMUSG00000031523
NM_008957	RefSeq	MGI:105373	Ptch1	patched 1	protein coding gene	ENSMUSG00000021466
NM_001033217	RefSeq	MGI:1916034	Prickle1	prickle planar cell polarity protein 1	protein coding gene	ENSMUSG00000036158
NM_001104614		No associated gene				
NM_011211	RefSeq	MGI:97812	Ptprd	protein tyrosine phosphatase receptor type D	protein coding gene	ENSMUSG00000028399
NM_019707	RefSeq	MGI:99551	Cdh13	cadherin 13	protein coding gene	ENSMUSG00000031841
NM_010243	RefSeq	MGI:1330859	Fut9	fucosyltransferase 9	protein coding gene	ENSMUSG00000055373
NM_139218	RefSeq	MGI:1920958	Dppa3	developmental pluripotency-associated 3	protein coding gene	ENSMUSG00000046323
NM_133857	RefSeq	MGI:2139607	Usp53	ubiquitin specific peptidase 53	protein coding gene	ENSMUSG00000039701
NM_019923	RefSeq	MGI:99418	Itpr2	inositol 1,4,5-triphosphate receptor 2	protein coding gene	ENSMUSG00000030287
NM_134115	RefSeq	MGI:2442572	Stk38	serine/threonine kinase 38	protein coding gene	ENSMUSG00000024006
NM_001082962	RefSeq	MGI:98347	Snrpn	small nuclear ribonucleoprotein N	protein coding gene	ENSMUSG00000102252
NM_001082961	RefSeq	MGI:98347	Snrpn	small nuclear ribonucleoprotein N	protein coding gene	ENSMUSG00000102252
NM_009785	RefSeq	MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	protein coding gene	ENSMUSG00000021991
NM_027093	RefSeq	MGI:1916737	Ndufaf5	NADH:ubiquinone oxidoreductase complex assembly factor 5	protein coding gene	ENSMUSG00000027384
NR_027975	RefSeq	MGI:3645522	Sox1ot	Sox1 overlapping transcript	sense overlapping lncRNA gene	ENSMUSG00000047935
NM_178017	RefSeq	MGI:1918073	Hmgxb4	HMG box domain containing 4	protein coding gene	ENSMUSG00000034518
NM_178710	RefSeq	MGI:2445031	Sik2	salt inducible kinase 2	protein coding gene	ENSMUSG00000037112
NM_011360	RefSeq	MGI:1329042	Sgce	sarcoglycan, epsilon	protein coding gene	ENSMUSG00000004631
NM_028664	RefSeq	MGI:1921094	Ankrd45	ankyrin repeat domain 45	protein coding gene	ENSMUSG00000044835
NM_001195189	RefSeq	MGI:1922183	Tex50	testis expressed 50	protein coding gene	ENSMUSG00000049160
NM_172868	RefSeq	MGI:5141924	Pakap	paralemmin A kinase anchor protein	protein coding gene	ENSMUSG00000038729
NM_172868	RefSeq	MGI:5141924	Pakap	paralemmin A kinase anchor protein	protein coding gene	ENSMUSG00000089945
NM_172868	RefSeq	MGI:5141924	Pakap	paralemmin A kinase anchor protein	protein coding gene	ENSMUSG00000090053
NM_001167976	RefSeq	MGI:2445059	Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	protein coding gene	ENSMUSG00000035472
NM_172577	RefSeq	MGI:2445059	Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	protein coding gene	ENSMUSG00000035472
NM_001010973	RefSeq	MGI:108482	Hrh2	histamine receptor H2	protein coding gene	ENSMUSG00000034987
NM_008000	RefSeq	MGI:105917	Fer	FER tyrosine kinase	protein coding gene	ENSMUSG00000000127
NM_001037997	RefSeq	MGI:105917	Fer	FER tyrosine kinase	protein coding gene	ENSMUSG00000000127
NM_133672	RefSeq	MGI:1353654	Vps26a	VPS26 retromer complex component A	protein coding gene	ENSMUSG00000020078
NM_001113355	RefSeq	MGI:1353654	Vps26a	VPS26 retromer complex component A	protein coding gene	ENSMUSG00000020078
NM_019778	RefSeq	MGI:1929213	Zbtb20	zinc finger and BTB domain containing 20	protein coding gene	ENSMUSG00000022708
NM_001081378	RefSeq	MGI:1924730	Kidins220	kinase D-interacting substrate 220	protein coding gene	ENSMUSG00000036333
NM_053117	RefSeq	MGI:2135606	Pard6g	par-6 family cell polarity regulator gamma	protein coding gene	ENSMUSG00000056214
NM_001033348	RefSeq	MGI:3036245	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	protein coding gene	ENSMUSG00000037110
NM_001159724	RefSeq	MGI:97822	Nectin2	nectin cell adhesion molecule 2	protein coding gene	ENSMUSG00000062300
NM_008990	RefSeq	MGI:97822	Nectin2	nectin cell adhesion molecule 2	protein coding gene	ENSMUSG00000062300
NM_207652	RefSeq	MGI:109127	Tsc22d1	TSC22 domain family, member 1	protein coding gene	ENSMUSG00000022010
NM_007378	RefSeq	MGI:109424	Abca4	ATP-binding cassette, sub-family A member 4	protein coding gene	ENSMUSG00000028125
NM_011215	RefSeq	MGI:107418	Ptprn2	protein tyrosine phosphatase receptor type N polypeptide 2	protein coding gene	ENSMUSG00000056553
NR_044987	RefSeq	MGI:3779489	Gm5441	predicted gene 5441	lncRNA gene	ENSMUSG00000101930
NM_018748	RefSeq	MGI:1859646	Golga4	golgin A4	protein coding gene	ENSMUSG00000038708
NM_010611	RefSeq	MGI:1309503	Kcnq2	potassium voltage-gated channel, subfamily Q, member 2	protein coding gene	ENSMUSG00000016346
NM_001006669	RefSeq	MGI:1309503	Kcnq2	potassium voltage-gated channel, subfamily Q, member 2	protein coding gene	ENSMUSG00000016346
NM_001006680		No associated gene				
NM_001006677		No associated gene				
NM_001006676		No associated gene				
NM_001006675		No associated gene				
NM_177192	RefSeq	MGI:2444273	Dennd5b	DENN domain containing 5B	protein coding gene	ENSMUSG00000030313
NM_181407	RefSeq	MGI:1916679	Me3	malic enzyme 3, NADP(+)-dependent, mitochondrial	protein coding gene	ENSMUSG00000030621
NM_173780	RefSeq	MGI:2442430	Klf8	Kruppel-like transcription factor 8	protein coding gene	ENSMUSG00000041649
NM_177284	RefSeq	MGI:1096391	Nrxn1	neurexin I	protein coding gene	ENSMUSG00000024109
NM_008150	RefSeq	MGI:104902	Gpc4	glypican 4	protein coding gene	ENSMUSG00000031119
NM_001037098	RefSeq	MGI:1915241	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	protein coding gene	ENSMUSG00000026932
NM_026495	RefSeq	MGI:1915241	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	protein coding gene	ENSMUSG00000026932
NR_035427	RefSeq	MGI:3783368	Mir1195	microRNA 1195	miRNA gene	ENSMUSG00000080468
NM_183138	RefSeq	MGI:2446229	Tet3	tet methylcytosine dioxygenase 3	protein coding gene	ENSMUSG00000034832
NM_177618	RefSeq	MGI:2448493	Wscd1	WSC domain containing 1	protein coding gene	ENSMUSG00000020811
NM_025522	RefSeq	MGI:1913625	Dhrs7	dehydrogenase/reductase 7	protein coding gene	ENSMUSG00000021094
NM_029843	RefSeq	MGI:1924286	1700109H08Rik	RIKEN cDNA 1700109H08 gene	protein coding gene	ENSMUSG00000008307
NM_021512	RefSeq	MGI:1926227	Nup160	nucleoporin 160	protein coding gene	ENSMUSG00000051329
NM_001177416	RefSeq	MGI:3643580	Eddm13	epididymal protein 13	protein coding gene	ENSMUSG00000053367
NM_001177417	RefSeq	MGI:3643580	Eddm13	epididymal protein 13	protein coding gene	ENSMUSG00000053367
NM_178194	RefSeq	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	ENSMUSG00000047246
NM_001177653	RefSeq	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	ENSMUSG00000047246
NM_009951	RefSeq	MGI:1890357	Igf2bp1	insulin-like growth factor 2 mRNA binding protein 1	protein coding gene	ENSMUSG00000013415
NM_053122	RefSeq	MGI:2135611	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	protein coding gene	ENSMUSG00000056899
NM_198111	RefSeq	MGI:3050566	Akap6	A kinase anchor protein 6	protein coding gene	ENSMUSG00000061603
NM_033037	RefSeq	MGI:105925	Cdo1	cysteine dioxygenase 1, cytosolic	protein coding gene	ENSMUSG00000033022
NM_133962	RefSeq	MGI:2142567	Arhgef18	Rho/Rac guanine nucleotide exchange factor 18	protein coding gene	ENSMUSG00000004568
NM_145458	RefSeq	MGI:1289230	Pxk	PX domain containing serine/threonine kinase	protein coding gene	ENSMUSG00000033885
NM_001164805	RefSeq	MGI:2685683	Thsd7a	thrombospondin, type I, domain containing 7A	protein coding gene	ENSMUSG00000032625
NM_020295	RefSeq	MGI:1861746	Lmbr1	limb region 1	protein coding gene	ENSMUSG00000010721
NM_020295	RefSeq	MGI:1861746	Lmbr1	limb region 1	protein coding gene	ENSMUSG00000105741
