Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
NM_019939	RefSeq	MGI:1927340	Pals2	protein associated with LIN7 2, MAGUK family member	protein coding gene	ENSMUSG00000038388
NM_175750	RefSeq	MGI:2179061	Plxna4	plexin A4	protein coding gene	ENSMUSG00000029765
NM_173437	RefSeq	MGI:2183683	Nav1	neuron navigator 1	protein coding gene	ENSMUSG00000009418
NR_036591	RefSeq	MGI:1916710	1700028M03Rik	RIKEN cDNA 1700028M03 gene	lncRNA gene	ENSMUSG00000101334
NM_007496	RefSeq	MGI:99948	Zfhx3	zinc finger homeobox 3	protein coding gene	ENSMUSG00000038872
NM_203660	RefSeq	MGI:3647286	Brcc3dc	BRCA1/BRCA2-containing complex, subunit 3, domain containing	protein coding gene	ENSMUSG00000112039
NM_019819	RefSeq	MGI:1927168	Dusp14	dual specificity phosphatase 14	protein coding gene	ENSMUSG00000018648
NM_172150	RefSeq	MGI:2387217	Ift52	intraflagellar transport 52	protein coding gene	ENSMUSG00000017858
NM_016853	RefSeq	MGI:1201400	Stac	src homology three (SH3) and cysteine rich domain	protein coding gene	ENSMUSG00000032502
NM_145908	RefSeq	MGI:1890212	Porcn	porcupine O-acyltransferase	protein coding gene	ENSMUSG00000031169
NM_029466	RefSeq	MGI:1923119	Arl5b	ADP-ribosylation factor-like 5B	protein coding gene	ENSMUSG00000017418
NM_013907	RefSeq	MGI:1354698	Fbxw4	F-box and WD-40 domain protein 4	protein coding gene	ENSMUSG00000040913
NM_031164	RefSeq	MGI:88379	F13b	coagulation factor XIII, beta subunit	protein coding gene	ENSMUSG00000026368
NM_001080773	RefSeq	MGI:1338068	Pdpk1	3-phosphoinositide dependent protein kinase 1	protein coding gene	ENSMUSG00000024122
NM_145534	RefSeq	MGI:2385155	Btbd3	BTB domain containing 3	protein coding gene	ENSMUSG00000062098
NM_009466	RefSeq	MGI:1306785	Ugdh	UDP-glucose dehydrogenase	protein coding gene	ENSMUSG00000029201
NM_001244693	RefSeq	MGI:2446700	St18	suppression of tumorigenicity 18	protein coding gene	ENSMUSG00000033740
NM_001271579	RefSeq	MGI:103248	Phc1	polyhomeotic 1	protein coding gene	ENSMUSG00000040669
NR_045339	RefSeq	MGI:1917773	5730420D15Rik	RIKEN cDNA 5730420D15 gene	lncRNA gene	ENSMUSG00000097766
NM_001034851	RefSeq	MGI:1913520	Retreg1	reticulophagy regulator 1	protein coding gene	ENSMUSG00000022270
NM_020601	RefSeq	MGI:1336172	Tbl1x	transducin (beta)-like 1 X-linked	protein coding gene	ENSMUSG00000025246
NM_001110515	RefSeq	MGI:1916916	Psmg4	proteasome (prosome, macropain) assembly chaperone 4	protein coding gene	ENSMUSG00000071451
NM_145492	RefSeq	MGI:95459	Zfp521	zinc finger protein 521	protein coding gene	ENSMUSG00000024420
NM_008485	RefSeq	MGI:99913	Lamc2	laminin, gamma 2	protein coding gene	ENSMUSG00000026479
NM_001085546	RefSeq	MGI:3649576	Gm14393	predicted gene 14393	protein coding gene	ENSMUSG00000078905
NM_001253759	RefSeq	MGI:2444896	Enox1	ecto-NOX disulfide-thiol exchanger 1	protein coding gene	ENSMUSG00000022012
NM_001110828	RefSeq	MGI:1933973	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	protein coding gene	ENSMUSG00000033565
NR_029573	RefSeq	MGI:2676851	Mir187	microRNA 187	miRNA gene	ENSMUSG00000065532
NM_001081027	RefSeq	MGI:3036273	Kcnt2	potassium channel, subfamily T, member 2	protein coding gene	ENSMUSG00000052726
NR_045613	RefSeq	MGI:1922170	Zfp572	zinc finger protein 572	pseudogene	ENSMUSG00000098528
NM_026002	RefSeq	MGI:1914404	Mtdh	metadherin	protein coding gene	ENSMUSG00000022255
NM_177224	RefSeq	MGI:1924001	Chd9	chromodomain helicase DNA binding protein 9	protein coding gene	ENSMUSG00000056608
NM_172689	RefSeq	MGI:2442858	Rigi	RNA sensor RIG-I	protein coding gene	ENSMUSG00000040296
NR_073371	RefSeq	MGI:3779443	Gm4872	predicted gene 4872	lncRNA gene	ENSMUSG00000107935
NM_008007	RefSeq	MGI:95517	Fgf3	fibroblast growth factor 3	protein coding gene	ENSMUSG00000031074
NM_178259	RefSeq	MGI:2388707	Abca13	ATP-binding cassette, sub-family A member 13	protein coding gene	ENSMUSG00000004668
NM_007592	RefSeq	MGI:88253	Car8	carbonic anhydrase 8	protein coding gene	ENSMUSG00000041261
NM_001163754	RefSeq	MGI:1916043	Rab3gap2	RAB3 GTPase activating protein subunit 2	protein coding gene	ENSMUSG00000039318
NM_201371	RefSeq	MGI:3043083	Prmt8	protein arginine N-methyltransferase 8	protein coding gene	ENSMUSG00000030350
NM_027188	RefSeq	MGI:1916976	Smyd3	SET and MYND domain containing 3	protein coding gene	ENSMUSG00000055067
NM_008033	RefSeq	MGI:104683	Fnta	farnesyltransferase, CAAX box, alpha	protein coding gene	ENSMUSG00000015994
NM_008992	RefSeq	MGI:1349217	Abcd4	ATP-binding cassette, sub-family D member 4	protein coding gene	ENSMUSG00000021240
NM_007548	RefSeq	MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	protein coding gene	ENSMUSG00000038151
NM_175280	RefSeq	MGI:1926024	Cfap61	cilia and flagella associated protein 61	protein coding gene	ENSMUSG00000037143
NM_001012451	RefSeq	MGI:2154278	Ankrd6	ankyrin repeat domain 6	protein coding gene	ENSMUSG00000040183
NM_010100	RefSeq	MGI:1343498	Edar	ectodysplasin-A receptor	protein coding gene	ENSMUSG00000003227
NR_038019	RefSeq	MGI:5012295	Gm20110	predicted gene, 20110	lncRNA gene	ENSMUSG00000111962
NM_026816	RefSeq	MGI:1915955	Gtf2f2	general transcription factor IIF, polypeptide 2	protein coding gene	ENSMUSG00000067995
NM_016750	RefSeq	MGI:1888388	H2az1	H2A.Z variant histone 1	protein coding gene	ENSMUSG00000037894
NM_145128	RefSeq	MGI:894701	Mgat5	mannoside acetylglucosaminyltransferase 5	protein coding gene	ENSMUSG00000036155
NM_007451	RefSeq	MGI:1353496	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	protein coding gene	ENSMUSG00000016319
NM_001033765	RefSeq	MGI:3588264	1700071K01Rik	RIKEN cDNA 1700071K01 gene	pseudogene	ENSMUSG00000080980
NM_011652	RefSeq	MGI:98864	Ttn	titin	protein coding gene	ENSMUSG00000051747
NM_025634	RefSeq	MGI:1913811	Teddm3	transmembrane epididymal family member 3	protein coding gene	ENSMUSG00000090356
NM_025290	RefSeq	MGI:1194909	Rsph1	radial spoke head 1 homolog (Chlamydomonas)	protein coding gene	ENSMUSG00000024033
NM_172564	RefSeq	MGI:2144377	Tns4	tensin 4	protein coding gene	ENSMUSG00000017607
NM_172663	RefSeq	MGI:1278321	Epc2	enhancer of polycomb homolog 2	protein coding gene	ENSMUSG00000069495
NM_146036	RefSeq	MGI:2387603	Ahsa1	AHA1, activator of heat shock protein ATPase 1	protein coding gene	ENSMUSG00000021037
NR_040618	RefSeq	MGI:1924915	9030204H09Rik	RIKEN cDNA 9030204H09 gene	lncRNA gene	ENSMUSG00000086449
NM_146075	RefSeq	MGI:2385045	Lemd2	LEM domain containing 2	protein coding gene	ENSMUSG00000044857
NM_008538	RefSeq	MGI:96907	Marcks	myristoylated alanine rich protein kinase C substrate	protein coding gene	ENSMUSG00000069662
NM_173451	RefSeq	MGI:2443513	Arsj	arylsulfatase J	protein coding gene	ENSMUSG00000046561
NR_029571	RefSeq	MGI:2676849	Mir185	microRNA 185	miRNA gene	ENSMUSG00000065464
NM_001159383	RefSeq	MGI:95718	Gjc1	gap junction protein, gamma 1	protein coding gene	ENSMUSG00000034520
NR_027640	RefSeq	MGI:1925505	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2	protein coding gene	ENSMUSG00000026594
NM_009708	RefSeq	MGI:1338755	Rnd2	Rho family GTPase 2	protein coding gene	ENSMUSG00000001313
NR_046069	RefSeq	MGI:3781020	Gm2848	predicted gene 2848	lncRNA gene	ENSMUSG00000120488
NM_145399	RefSeq	MGI:2384873	Scgn	secretagogin, EF-hand calcium binding protein	protein coding gene	ENSMUSG00000021337
NM_001171054	RefSeq	MGI:2151172	Mta3	metastasis associated 3	protein coding gene	ENSMUSG00000055817
NM_198022	RefSeq	MGI:2443265	Tnrc6c	trinucleotide repeat containing 6C	protein coding gene	ENSMUSG00000025571
NM_172653	RefSeq	MGI:1914515	Slc39a10	solute carrier family 39 (zinc transporter), member 10	protein coding gene	ENSMUSG00000025986
NM_010329	RefSeq	MGI:103098	Pdpn	podoplanin	protein coding gene	ENSMUSG00000028583
NR_039589	RefSeq	MGI:4950452	Mir5127	microRNA 5127	miRNA gene	ENSMUSG00000093036
NM_175155	RefSeq	MGI:1917347	Sash1	SAM and SH3 domain containing 1	protein coding gene	ENSMUSG00000015305
NR_040475	RefSeq	MGI:1922147	4930448I06Rik	RIKEN cDNA 4930448I06 gene	lncRNA gene	ENSMUSG00000104072
NM_008983	RefSeq	MGI:103310	Ptprk	protein tyrosine phosphatase receptor type K	protein coding gene	ENSMUSG00000019889
NM_001205392	RefSeq	MGI:1924290	Atg16l1	autophagy related 16 like 1	protein coding gene	ENSMUSG00000026289
NM_001172123	RefSeq	MGI:2444477	Rbms3	RNA binding motif, single stranded interacting protein	protein coding gene	ENSMUSG00000039607
NM_029736	RefSeq	MGI:1924025	Slc10a7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	protein coding gene	ENSMUSG00000031684
NM_198702	RefSeq	MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	protein coding gene	ENSMUSG00000037605
NM_008274	RefSeq	MGI:96204	Hoxd12	homeobox D12	protein coding gene	ENSMUSG00000001823
NM_001001185	RefSeq	MGI:3040680	BC048507	cDNA sequence BC048507	protein coding gene	ENSMUSG00000064063
NM_013780	RefSeq	MGI:1351610	Npas3	neuronal PAS domain protein 3	protein coding gene	ENSMUSG00000021010
NM_029896	RefSeq	MGI:1924555	Wdr82	WD repeat domain containing 82	protein coding gene	ENSMUSG00000020257
NM_011629	RefSeq	MGI:1352465	Nr2c1	nuclear receptor subfamily 2, group C, member 1	protein coding gene	ENSMUSG00000005897
NM_001190466	RefSeq	MGI:1891740	Dact1	dishevelled-binding antagonist of beta-catenin 1	protein coding gene	ENSMUSG00000044548
NM_028547	RefSeq	MGI:1920720	Kif2b	kinesin family member 2B	protein coding gene	ENSMUSG00000046755
NM_008452	RefSeq	MGI:1342772	Klf2	Kruppel-like transcription factor 2 (lung)	protein coding gene	ENSMUSG00000055148
NM_001033261	RefSeq	MGI:2446143	Zfc3h1	zinc finger, C3H1-type containing	protein coding gene	ENSMUSG00000034163
NM_028880	RefSeq	MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	protein coding gene	ENSMUSG00000060780
NR_030465	RefSeq	MGI:3629930	Mir692-1	microRNA 692-1	miRNA gene	ENSMUSG00000076218
NM_001081346		No associated gene				
NR_040587	RefSeq	MGI:1922726	1700010I02Rik	RIKEN cDNA 1700010I02 gene	lncRNA gene	ENSMUSG00000100010
NM_138952	RefSeq	MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	protein coding gene	ENSMUSG00000041135
NM_007644	RefSeq	MGI:1196458	Scarb2	scavenger receptor class B, member 2	protein coding gene	ENSMUSG00000029426
NR_046047	RefSeq	MGI:3649729	Gm11186	predicted gene 11186	lncRNA gene	ENSMUSG00000087668
NM_172914	RefSeq	MGI:3606076	Ccdc113	coiled-coil domain containing 113	protein coding gene	ENSMUSG00000036598
NM_019810	RefSeq	MGI:107678	Slc5a1	solute carrier family 5 (sodium/glucose cotransporter), member 1	protein coding gene	ENSMUSG00000011034
NM_027689	RefSeq	MGI:1918387	Rfx4	regulatory factor X, 4 (influences HLA class II expression)	protein coding gene	ENSMUSG00000020037
NM_176917	RefSeq	MGI:1924031	Mettl4	methyltransferase 4, N6-adenosine	protein coding gene	ENSMUSG00000055660
NM_175751	RefSeq	MGI:2442338	Zfp608	zinc finger protein 608	protein coding gene	ENSMUSG00000052713
NR_029592	RefSeq	MGI:2676880	Mir205	microRNA 205	miRNA gene	ENSMUSG00000065533
NM_176933	RefSeq	MGI:2442191	Dusp4	dual specificity phosphatase 4	protein coding gene	ENSMUSG00000031530
NM_018863	RefSeq	MGI:97535	Pdyn	prodynorphin	protein coding gene	ENSMUSG00000027400
NM_028965	RefSeq	MGI:1921729	Snx11	sorting nexin 11	protein coding gene	ENSMUSG00000020876
NM_001113545	RefSeq	MGI:1920992	Lima1	LIM domain and actin binding 1	protein coding gene	ENSMUSG00000023022
NM_177857	RefSeq	MGI:3036254	Dennd2c	DENN domain containing 2C	protein coding gene	ENSMUSG00000007379
NM_010206	RefSeq	MGI:95522	Fgfr1	fibroblast growth factor receptor 1	protein coding gene	ENSMUSG00000031565
NM_009367	RefSeq	MGI:98726	Tgfb2	transforming growth factor, beta 2	protein coding gene	ENSMUSG00000039239
NM_009346	RefSeq	MGI:101876	Tead1	TEA domain family member 1	protein coding gene	ENSMUSG00000055320
NM_001161371	RefSeq	MGI:107708	Ss18	SS18, subunit of BAF chromatin remodeling complex	protein coding gene	ENSMUSG00000037013
NM_013462	RefSeq	MGI:87939	Adrb3	adrenergic receptor, beta 3	protein coding gene	ENSMUSG00000031489
NM_001146050	RefSeq	MGI:1859271	Htatip2	HIV-1 Tat interactive protein 2	protein coding gene	ENSMUSG00000039745
NM_001252096	RefSeq	MGI:2443575	Etfbkmt	electron transfer flavoprotein beta subunit lysine methyltransferase	protein coding gene	ENSMUSG00000039958
NR_033590	RefSeq	MGI:3645752	Gm8096	predicted gene 8096	pseudogene	ENSMUSG00000110372
NM_001040426	RefSeq	MGI:2672033	Thsd4	thrombospondin, type I, domain containing 4	protein coding gene	ENSMUSG00000032289
NM_001024728	RefSeq	MGI:3612471	Rps23rg1	ribosomal protein S23, retrogene 1	protein coding gene	ENSMUSG00000065952
NM_013626	RefSeq	MGI:97475	Pam	peptidylglycine alpha-amidating monooxygenase	protein coding gene	ENSMUSG00000026335
NM_013912	RefSeq	MGI:1353624	Apln	apelin	protein coding gene	ENSMUSG00000037010
NM_183021	RefSeq	MGI:3039623	Thada	thyroid adenoma associated	protein coding gene	ENSMUSG00000024251
NR_015605	RefSeq	MGI:1920290	2900052N01Rik	RIKEN cDNA 2900052N01 gene	lncRNA gene	ENSMUSG00000099696
NR_045279	RefSeq	MGI:5434096	Gm20740	predicted gene, 20740	lncRNA gene	
NM_177074	RefSeq	MGI:2443383	Slc38a11	solute carrier family 38, member 11	protein coding gene	ENSMUSG00000061171
NM_001163645	RefSeq	MGI:1918970	Osbpl3	oxysterol binding protein-like 3	protein coding gene	ENSMUSG00000029822
NM_001122948	RefSeq	MGI:104671	Tfap2a	transcription factor AP-2, alpha	protein coding gene	ENSMUSG00000021359
NM_173447	RefSeq	MGI:1096337	Ephb1	Eph receptor B1	protein coding gene	ENSMUSG00000032537
NM_173406	RefSeq	MGI:2141450	Jazf1	JAZF zinc finger 1	protein coding gene	ENSMUSG00000063568
NM_001081397	RefSeq	MGI:2685951	Myo16	myosin XVI	protein coding gene	ENSMUSG00000039057
NM_145994	RefSeq	MGI:104913	Abi1	abl interactor 1	protein coding gene	ENSMUSG00000058835
NM_009187	RefSeq	MGI:106015	Cox7a2l	cytochrome c oxidase subunit 7A2 like	protein coding gene	ENSMUSG00000024248
NM_001110796	RefSeq	MGI:1349390	Pclo	piccolo (presynaptic cytomatrix protein)	protein coding gene	ENSMUSG00000061601
NM_001007589	RefSeq	MGI:1889364	Akirin2	akirin 2	protein coding gene	ENSMUSG00000028291
NM_011462	RefSeq	MGI:109242	Spin1	spindlin 1	protein coding gene	ENSMUSG00000021395
NM_011036	RefSeq	MGI:97478	Reg3b	regenerating islet-derived 3 beta	protein coding gene	ENSMUSG00000071356
NM_181444	RefSeq	MGI:1891250	Gprc5a	G protein-coupled receptor, family C, group 5, member A	protein coding gene	ENSMUSG00000046733
NM_027871	RefSeq	MGI:1918954	Arhgef3	Rho guanine nucleotide exchange factor 3	protein coding gene	ENSMUSG00000021895
NM_207636	RefSeq	MGI:1196463	Fndc3a	fibronectin type III domain containing 3A	protein coding gene	ENSMUSG00000033487
NR_015551	RefSeq	MGI:1921423	Rab10os	RAB10, member RAS oncogene family, opposite strand	antisense lncRNA gene	ENSMUSG00000079179
NM_178606	RefSeq	MGI:88930	Reep3	receptor accessory protein 3	protein coding gene	ENSMUSG00000019873
NR_038183	RefSeq	MGI:1921122	4930423M02Rik	RIKEN cDNA 4930423M02 gene	lncRNA gene	ENSMUSG00000086066
NM_021477	RefSeq	MGI:1926224	Rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein coding gene	ENSMUSG00000008658
NM_178678	RefSeq	MGI:2389177	Lrrtm3	leucine rich repeat transmembrane neuronal 3	protein coding gene	ENSMUSG00000042846
NM_028836	RefSeq	MGI:1921495	Ctbs	chitobiase	protein coding gene	ENSMUSG00000028189
NM_145222	RefSeq	MGI:2384394	B3gnt7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	protein coding gene	ENSMUSG00000079445
NM_029961	RefSeq	MGI:1924956	Abcb5	ATP-binding cassette, sub-family B member 5	protein coding gene	ENSMUSG00000072791
NM_001024617	RefSeq	MGI:2158925	Inpp4b	inositol polyphosphate-4-phosphatase, type II	protein coding gene	ENSMUSG00000037940
NM_028275	RefSeq	MGI:1923883	Lrmda	leucine rich melanocyte differentiation associated	protein coding gene	ENSMUSG00000063458
NM_011276	RefSeq	MGI:1342291	Rlim	ring finger protein, LIM domain interacting	protein coding gene	ENSMUSG00000056537
NM_008057	RefSeq	MGI:108570	Fzd7	frizzled class receptor 7	protein coding gene	ENSMUSG00000041075
NR_028276	RefSeq	MGI:97971	Snord14c	small nucleolar RNA, C/D box 14C	snoRNA gene	ENSMUSG00000119805
NM_009728	RefSeq	MGI:1330809	Atp10a	ATPase, class V, type 10A	protein coding gene	ENSMUSG00000025324
NM_181277	RefSeq	MGI:1341272	Col14a1	collagen, type XIV, alpha 1	protein coding gene	ENSMUSG00000022371
NR_046157	RefSeq	MGI:3644417	Gm5086	predicted gene 5086	lncRNA gene	ENSMUSG00000110235
NM_172809	RefSeq	MGI:1354724	Sacs	sacsin	protein coding gene	ENSMUSG00000048279
NM_011634	RefSeq	MGI:1096377	Traip	TRAF-interacting protein	protein coding gene	ENSMUSG00000032586
NM_007605	RefSeq	MGI:106221	Capza3	capping actin protein of muscle Z-line subunit alpha 3	protein coding gene	ENSMUSG00000041791
NM_172496	RefSeq	MGI:105056	Cobl	cordon-bleu WH2 repeat	protein coding gene	ENSMUSG00000020173
NM_011035	RefSeq	MGI:1339975	Pak1	p21 (RAC1) activated kinase 1	protein coding gene	ENSMUSG00000030774
NM_009575	RefSeq	MGI:106676	Zic3	zinc finger protein of the cerebellum 3	protein coding gene	ENSMUSG00000067860
NM_008815	RefSeq	MGI:99423	Etv4	ets variant 4	protein coding gene	ENSMUSG00000017724
NM_183284	RefSeq	MGI:1917232	Spink2	serine peptidase inhibitor, Kazal type 2	protein coding gene	ENSMUSG00000053030
NM_177780	RefSeq	MGI:2652871	Dock5	dedicator of cytokinesis 5	protein coding gene	ENSMUSG00000044447
NM_030719	RefSeq	MGI:1933384	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	protein coding gene	ENSMUSG00000015944
NM_172486	RefSeq	MGI:3053207	Zfp677	zinc finger protein 677	protein coding gene	ENSMUSG00000062743
NM_001177630	RefSeq	MGI:95454	Etl4	enhancer trap locus 4	protein coding gene	ENSMUSG00000036617
NM_028419	RefSeq	MGI:1920296	Glrx5	glutaredoxin 5	protein coding gene	ENSMUSG00000021102
NM_001081274	RefSeq	MGI:97553	Pgd	phosphogluconate dehydrogenase	protein coding gene	ENSMUSG00000028961
NM_134092	RefSeq	MGI:2146005	Mtbp	Mdm2, transformed 3T3 cell double minute p53 binding protein	protein coding gene	ENSMUSG00000022369
NR_040544	RefSeq	MGI:1921209	4930433B08Rik	RIKEN cDNA 4930433B08 gene	lncRNA gene	ENSMUSG00000102699
NM_029570	RefSeq	MGI:1923545	Atp11b	ATPase, class VI, type 11B	protein coding gene	ENSMUSG00000037400
NM_181848	RefSeq	MGI:1918898	Optn	optineurin	protein coding gene	ENSMUSG00000026672
NM_028816	RefSeq	MGI:2429950	Xpo6	exportin 6	protein coding gene	ENSMUSG00000000131
NM_001113386	RefSeq	MGI:96788	Lifr	LIF receptor alpha	protein coding gene	ENSMUSG00000054263
NM_030252	RefSeq	MGI:1933141	Smim12	small integral membrane protein 12	protein coding gene	ENSMUSG00000042380
NM_026180	RefSeq	MGI:1914720	Abcg8	ATP binding cassette subfamily G member 8	protein coding gene	ENSMUSG00000024254
NR_046067	RefSeq	MGI:3780683	Gm2516	predicted gene 2516	lncRNA gene	ENSMUSG00000110281
NR_037145	RefSeq	MGI:1914824	Alg13	asparagine-linked glycosylation 13	protein coding gene	ENSMUSG00000041718
NR_040648	RefSeq	MGI:1919475	1700003M07Rik	RIKEN cDNA 1700003M07 gene	lncRNA gene	ENSMUSG00000085389
NM_008744	RefSeq	MGI:105088	Ntn1	netrin 1	protein coding gene	ENSMUSG00000020902
NM_008255	RefSeq	MGI:96159	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	protein coding gene	ENSMUSG00000021670
NR_040685	RefSeq	MGI:1918497	4933438B17Rik	RIKEN cDNA 4933438B17 gene	lncRNA gene	ENSMUSG00000105490
NR_038020	RefSeq	MGI:5012310	Gm20125	predicted gene, 20125	lncRNA gene	ENSMUSG00000101969
NM_007492	RefSeq	MGI:1097716	Arx	aristaless related homeobox	protein coding gene	ENSMUSG00000035277
NM_013880	RefSeq	MGI:1352756	Plcl2	phospholipase C-like 2	protein coding gene	ENSMUSG00000038910
NM_001099634	RefSeq	MGI:1919192	Myof	myoferlin	protein coding gene	ENSMUSG00000048612
NR_038180	RefSeq	MGI:1920688	1700061F12Rik	RIKEN cDNA 1700061F12 gene	lncRNA gene	ENSMUSG00000085580
NM_001033272	RefSeq	MGI:104838	Spata13	spermatogenesis associated 13	protein coding gene	ENSMUSG00000021990
NM_010288	RefSeq	MGI:95713	Gja1	gap junction protein, alpha 1	protein coding gene	ENSMUSG00000050953
NM_025316	RefSeq	MGI:1913296	Ndufb5	NADH:ubiquinone oxidoreductase subunit B5	protein coding gene	ENSMUSG00000027673
NM_009510	RefSeq	MGI:98931	Ezr	ezrin	protein coding gene	ENSMUSG00000052397
NR_045305	RefSeq	MGI:2144426	AU040972	expressed sequence AU040972	lncRNA gene	ENSMUSG00000091523
NM_199476	RefSeq	MGI:2155865	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)	protein coding gene	ENSMUSG00000022292
NM_001163632	RefSeq	MGI:105084	Satb1	special AT-rich sequence binding protein 1	protein coding gene	ENSMUSG00000023927
NM_011139	RefSeq	MGI:102565	Pou2f3	POU domain, class 2, transcription factor 3	protein coding gene	ENSMUSG00000032015
NM_016889	RefSeq	MGI:1859980	Insm1	insulinoma-associated 1	protein coding gene	ENSMUSG00000068154
NM_199197	RefSeq	MGI:1915981	Rbfa	ribosome binding factor A	protein coding gene	ENSMUSG00000024570
NM_175011	RefSeq	MGI:3045360	Ftdc2	ferritin domain containing 2	protein coding gene	ENSMUSG00000055789
NM_023289	RefSeq	MGI:1914246	Ceacam11	CEA cell adhesion molecule 11	protein coding gene	ENSMUSG00000030368
NM_026080	RefSeq	MGI:1928142	Mrps24	mitochondrial ribosomal protein S24	protein coding gene	ENSMUSG00000020477
NM_007482	RefSeq	MGI:88070	Arg1	arginase, liver	protein coding gene	ENSMUSG00000019987
NM_009053	RefSeq	MGI:894275	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein coding gene	ENSMUSG00000025158
NM_015802	RefSeq	MGI:1354949	Dlc1	deleted in liver cancer 1	protein coding gene	ENSMUSG00000031523
NM_007865	RefSeq	MGI:104659	Dll1	delta like canonical Notch ligand 1	protein coding gene	ENSMUSG00000014773
NM_026157	RefSeq	MGI:1914690	Mtpap	mitochondrial poly(A) polymerase	protein coding gene	ENSMUSG00000024234
NM_199036	RefSeq	MGI:3505701	Fbxw15	F-box and WD-40 domain protein 15	protein coding gene	ENSMUSG00000074060
NM_008957	RefSeq	MGI:105373	Ptch1	patched 1	protein coding gene	ENSMUSG00000021466
NM_177388	RefSeq	MGI:2442940	Slc41a2	solute carrier family 41, member 2	protein coding gene	ENSMUSG00000034591
NM_001033217	RefSeq	MGI:1916034	Prickle1	prickle planar cell polarity protein 1	protein coding gene	ENSMUSG00000036158
NM_153153	RefSeq	MGI:2147319	Svil	supervillin	protein coding gene	ENSMUSG00000024236
NM_001122963	RefSeq	MGI:1920524	Gpbp1	GC-rich promoter binding protein 1	protein coding gene	ENSMUSG00000032745
NM_001104614		No associated gene				
NM_025849	RefSeq	MGI:1914178	Dmac1	distal membrane arm assembly complex 1	protein coding gene	ENSMUSG00000028398
NM_001001182	RefSeq	MGI:2442782	Baz2b	bromodomain adjacent to zinc finger domain, 2B	protein coding gene	ENSMUSG00000026987
NM_019707	RefSeq	MGI:99551	Cdh13	cadherin 13	protein coding gene	ENSMUSG00000031841
NM_010243	RefSeq	MGI:1330859	Fut9	fucosyltransferase 9	protein coding gene	ENSMUSG00000055373
NM_139218	RefSeq	MGI:1920958	Dppa3	developmental pluripotency-associated 3	protein coding gene	ENSMUSG00000046323
NM_013920	RefSeq	MGI:1353604	Hnf4g	hepatocyte nuclear factor 4, gamma	protein coding gene	ENSMUSG00000017688
NM_009637	RefSeq	MGI:1338038	Aebp2	AE binding protein 2	protein coding gene	ENSMUSG00000030232
NM_024461	RefSeq	MGI:1914954	1810037I17Rik	RIKEN cDNA 1810037I17 gene	protein coding gene	ENSMUSG00000054091
NM_019923	RefSeq	MGI:99418	Itpr2	inositol 1,4,5-triphosphate receptor 2	protein coding gene	ENSMUSG00000030287
NM_173374	RefSeq	MGI:98283	Srsf1	serine and arginine-rich splicing factor 1	protein coding gene	ENSMUSG00000018379
NM_013830	RefSeq	MGI:109584	Prpf4b	pre-mRNA processing factor 4B	protein coding gene	ENSMUSG00000021413
NM_010733	RefSeq	MGI:106036	Lrrn3	leucine rich repeat protein 3, neuronal	protein coding gene	ENSMUSG00000036295
NR_003518	RefSeq	MGI:1914026	Pisd-ps3	phosphatidylserine decarboxylase, pseudogene 3	pseudogene	
NM_134115	RefSeq	MGI:2442572	Stk38	serine/threonine kinase 38	protein coding gene	ENSMUSG00000024006
NM_013670	RefSeq	MGI:98347	Snrpn	small nuclear ribonucleoprotein N	protein coding gene	ENSMUSG00000102252
NM_009352	RefSeq	MGI:109634	Terf1	telomeric repeat binding factor 1	protein coding gene	ENSMUSG00000025925
NM_134243	RefSeq	MGI:2159685	Vmn1r211	vomeronasal 1 receptor 211	protein coding gene	ENSMUSG00000063998
NR_027881	RefSeq	MGI:1915041	6530411M01Rik	RIKEN cDNA 6530411M01 gene	lncRNA gene	ENSMUSG00000097049
NM_176920	RefSeq	MGI:2442106	Lrtm1	leucine-rich repeats and transmembrane domains 1	protein coding gene	ENSMUSG00000045776
NM_027093	RefSeq	MGI:1916737	Ndufaf5	NADH:ubiquinone oxidoreductase complex assembly factor 5	protein coding gene	ENSMUSG00000027384
NR_045157	RefSeq	MGI:3647211	Gm7008	predicted gene 7008	lncRNA gene	ENSMUSG00000035983
NM_027238	RefSeq	MGI:1917113	Ttc39b	tetratricopeptide repeat domain 39B	protein coding gene	ENSMUSG00000038172
NM_009233	RefSeq	MGI:98357	Sox1	SRY (sex determining region Y)-box 1	protein coding gene	ENSMUSG00000096014
