Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
NM_001271357	RefSeq	MGI:2442184	Flcn	folliculin	protein coding gene	ENSMUSG00000032633
NM_146018	RefSeq	MGI:2442184	Flcn	folliculin	protein coding gene	ENSMUSG00000032633
NM_011699	RefSeq	MGI:1330839	Lin7c	lin-7 homolog C, crumbs cell polarity complex component	protein coding gene	ENSMUSG00000027162
NR_033473	RefSeq	MGI:3652122	Platr8	pluripotency associated transcript 8	lncRNA gene	ENSMUSG00000063751
NM_001113210	RefSeq	MGI:103188	Nfib	nuclear factor I/B	protein coding gene	ENSMUSG00000008575
NM_001024205	RefSeq	MGI:1915814	Nufip2	nuclear FMR1 interacting protein 2	protein coding gene	ENSMUSG00000037857
NM_009965	RefSeq	MGI:88518	Cryba1	crystallin, beta A1	protein coding gene	ENSMUSG00000000724
NM_026735	RefSeq	MGI:1915723	Mob1b	MOB kinase activator 1B	protein coding gene	ENSMUSG00000006262
NM_001098476	RefSeq	MGI:106479	Grsf1	G-rich RNA sequence binding factor 1	protein coding gene	ENSMUSG00000044221
NM_178700	RefSeq	MGI:106479	Grsf1	G-rich RNA sequence binding factor 1	protein coding gene	ENSMUSG00000044221
NM_001014900	RefSeq	MGI:2140259	Zmynd12	zinc finger, MYND domain containing 12	protein coding gene	ENSMUSG00000070806
NM_001270446	RefSeq	MGI:1920582	Ccdc30	coiled-coil domain containing 30	protein coding gene	ENSMUSG00000028637
NM_028506	RefSeq	MGI:1920582	Ccdc30	coiled-coil domain containing 30	protein coding gene	ENSMUSG00000028637
NM_026494	RefSeq	MGI:1915237	Ppcs	phosphopantothenoylcysteine synthetase	protein coding gene	ENSMUSG00000028636
NR_037978	RefSeq	MGI:2685510	E030025P04Rik	RIKEN cDNA E030025P04 gene	protein coding gene	ENSMUSG00000078605
NR_015574	RefSeq	MGI:2443064	4930513N10Rik	RIKEN cDNA 4930513N10 gene	lncRNA gene	ENSMUSG00000074136
NM_178078	RefSeq	MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	protein coding gene	ENSMUSG00000036550
NM_172758	RefSeq	MGI:2679005	Slc38a7	solute carrier family 38, member 7	protein coding gene	ENSMUSG00000036534
NM_173437	RefSeq	MGI:2183683	Nav1	neuron navigator 1	protein coding gene	ENSMUSG00000009418
NR_036591	RefSeq	MGI:1916710	1700028M03Rik	RIKEN cDNA 1700028M03 gene	lncRNA gene	ENSMUSG00000101334
NM_019819	RefSeq	MGI:1927168	Dusp14	dual specificity phosphatase 14	protein coding gene	ENSMUSG00000018648
NM_013731	RefSeq	MGI:1351318	Sgk2	serum/glucocorticoid regulated kinase 2	protein coding gene	ENSMUSG00000017868
NM_008652	RefSeq	MGI:101785	Mybl2	myeloblastosis oncogene-like 2	protein coding gene	ENSMUSG00000017861
NM_016853	RefSeq	MGI:1201400	Stac	src homology three (SH3) and cysteine rich domain	protein coding gene	ENSMUSG00000032502
NM_001166437	RefSeq	MGI:2444862	Tbc1d25	TBC1 domain family, member 25	protein coding gene	ENSMUSG00000039201
NM_007898	RefSeq	MGI:107822	Ebp	EBP cholestenol delta-isomerase	protein coding gene	ENSMUSG00000031168
NM_145908	RefSeq	MGI:1890212	Porcn	porcupine O-acyltransferase	protein coding gene	ENSMUSG00000031169
NM_133991	RefSeq	MGI:1859648	Ftsj1	FtsJ RNA 2'-O-methyltransferase 1	protein coding gene	ENSMUSG00000031171
NM_009791	RefSeq	MGI:1334448	Aspm	abnormal spindle microtubule assembly	protein coding gene	ENSMUSG00000033952
NM_031164	RefSeq	MGI:88379	F13b	coagulation factor XIII, beta subunit	protein coding gene	ENSMUSG00000026368
NM_172935	RefSeq	MGI:2443978	Amdhd2	amidohydrolase domain containing 2	protein coding gene	ENSMUSG00000036820
NR_037854	RefSeq	MGI:2151816	Atp6v0c-ps2	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2	pseudogene	ENSMUSG00000080242
NM_009729	RefSeq	MGI:88116	Atp6v0c	ATPase, H+ transporting, lysosomal V0 subunit C	protein coding gene	ENSMUSG00000024121
NM_145534	RefSeq	MGI:2385155	Btbd3	BTB domain containing 3	protein coding gene	ENSMUSG00000062098
NM_024471	RefSeq	MGI:1934604	Lias	lipoic acid synthetase	protein coding gene	ENSMUSG00000029199
NM_011292	RefSeq	MGI:1298373	Rpl9	ribosomal protein L9	protein coding gene	ENSMUSG00000047215
NM_009466	RefSeq	MGI:1306785	Ugdh	UDP-glucose dehydrogenase	protein coding gene	ENSMUSG00000029201
NM_001244693	RefSeq	MGI:2446700	St18	suppression of tumorigenicity 18	protein coding gene	ENSMUSG00000033740
NM_010749	RefSeq	MGI:96904	M6pr	mannose-6-phosphate receptor, cation dependent	protein coding gene	ENSMUSG00000007458
NM_001042623	RefSeq	MGI:103248	Phc1	polyhomeotic 1	protein coding gene	ENSMUSG00000040669
NM_001271579	RefSeq	MGI:103248	Phc1	polyhomeotic 1	protein coding gene	ENSMUSG00000040669
NR_045339	RefSeq	MGI:1917773	5730420D15Rik	RIKEN cDNA 5730420D15 gene	lncRNA gene	ENSMUSG00000097766
NM_001168657	RefSeq	MGI:1201787	Socs2	suppressor of cytokine signaling 2	protein coding gene	ENSMUSG00000020027
NM_001168656	RefSeq	MGI:1201787	Socs2	suppressor of cytokine signaling 2	protein coding gene	ENSMUSG00000020027
NM_001168655	RefSeq	MGI:1201787	Socs2	suppressor of cytokine signaling 2	protein coding gene	ENSMUSG00000020027
NM_007706	RefSeq	MGI:1201787	Socs2	suppressor of cytokine signaling 2	protein coding gene	ENSMUSG00000020027
NM_026065	RefSeq	MGI:1333774	Mrpl42	mitochondrial ribosomal protein L42	protein coding gene	ENSMUSG00000062981
NR_035475	RefSeq	MGI:3837027	Mir669m-2	microRNA 669m-2	miRNA gene	ENSMUSG00000088980
NM_008485	RefSeq	MGI:99913	Lamc2	laminin, gamma 2	protein coding gene	ENSMUSG00000026479
NR_029573	RefSeq	MGI:2676851	Mir187	microRNA 187	miRNA gene	ENSMUSG00000065532
NR_045613	RefSeq	MGI:1922170	Zfp572	zinc finger protein 572	pseudogene	ENSMUSG00000098528
NM_009270	RefSeq	MGI:109296	Sqle	squalene epoxidase	protein coding gene	ENSMUSG00000022351
NM_001110828	RefSeq	MGI:1933973	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	protein coding gene	ENSMUSG00000033565
NR_045265		No associated gene				
NM_134097	RefSeq	MGI:2146189	Topors	topoisomerase I binding, arginine/serine-rich	protein coding gene	ENSMUSG00000036822
NM_001033305	RefSeq	MGI:2684983	Ndufb6	NADH:ubiquinone oxidoreductase subunit B6	protein coding gene	ENSMUSG00000071014
NR_073371	RefSeq	MGI:3779443	Gm4872	predicted gene 4872	lncRNA gene	ENSMUSG00000107935
NR_073372	RefSeq	MGI:3779443	Gm4872	predicted gene 4872	lncRNA gene	ENSMUSG00000107935
NM_008007	RefSeq	MGI:95517	Fgf3	fibroblast growth factor 3	protein coding gene	ENSMUSG00000031074
NM_010202	RefSeq	MGI:95518	Fgf4	fibroblast growth factor 4	protein coding gene	ENSMUSG00000050917
NM_008033	RefSeq	MGI:104683	Fnta	farnesyltransferase, CAAX box, alpha	protein coding gene	ENSMUSG00000015994
NM_007701	RefSeq	MGI:88401	Vsx2	visual system homeobox 2	protein coding gene	ENSMUSG00000021239
NM_001168589	RefSeq	MGI:3588197	Vrtn	vertebrae development associated	protein coding gene	ENSMUSG00000071235
NM_001168588	RefSeq	MGI:3588197	Vrtn	vertebrae development associated	protein coding gene	ENSMUSG00000071235
NM_001033776	RefSeq	MGI:3588197	Vrtn	vertebrae development associated	protein coding gene	ENSMUSG00000071235
NM_008992	RefSeq	MGI:1349217	Abcd4	ATP-binding cassette, sub-family D member 4	protein coding gene	ENSMUSG00000021240
NM_027491	RefSeq	MGI:1098604	Rragd	Ras-related GTP binding D	protein coding gene	ENSMUSG00000028278
NM_080471	RefSeq	MGI:2154278	Ankrd6	ankyrin repeat domain 6	protein coding gene	ENSMUSG00000040183
NM_026214	RefSeq	MGI:1914766	Kctd4	potassium channel tetramerisation domain containing 4	protein coding gene	ENSMUSG00000046523
NM_007451	RefSeq	MGI:1353496	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	protein coding gene	ENSMUSG00000016319
NM_001033765	RefSeq	MGI:3588264	1700071K01Rik	RIKEN cDNA 1700071K01 gene	pseudogene	ENSMUSG00000080980
NM_011652	RefSeq	MGI:98864	Ttn	titin	protein coding gene	ENSMUSG00000051747
NM_010143	RefSeq	MGI:104770	Ephb3	Eph receptor B3	protein coding gene	ENSMUSG00000005958
NM_025634	RefSeq	MGI:1913811	Teddm3	transmembrane epididymal family member 3	protein coding gene	ENSMUSG00000090356
NM_153062	RefSeq	MGI:2446181	Slc37a1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	protein coding gene	ENSMUSG00000024036
NM_001242427	RefSeq	MGI:2446181	Slc37a1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	protein coding gene	ENSMUSG00000024036
NM_172564	RefSeq	MGI:2144377	Tns4	tensin 4	protein coding gene	ENSMUSG00000017607
NM_007719	RefSeq	MGI:103011	Ccr7	C-C motif chemokine receptor 7	protein coding gene	ENSMUSG00000037944
NM_146036	RefSeq	MGI:2387603	Ahsa1	AHA1, activator of heat shock protein ATPase 1	protein coding gene	ENSMUSG00000021037
NM_134044	RefSeq	MGI:2144805	Vipas39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	protein coding gene	ENSMUSG00000021038
NM_001142581	RefSeq	MGI:2144805	Vipas39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	protein coding gene	ENSMUSG00000021038
NR_040618	RefSeq	MGI:1924915	9030204H09Rik	RIKEN cDNA 9030204H09 gene	lncRNA gene	ENSMUSG00000086449
NM_146075	RefSeq	MGI:2385045	Lemd2	LEM domain containing 2	protein coding gene	ENSMUSG00000044857
NM_001272029	RefSeq	MGI:109620	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	protein coding gene	ENSMUSG00000118669
NR_035467	RefSeq	MGI:3836985	Mir1306	microRNA 1306	miRNA gene	ENSMUSG00000080452
NM_033324	RefSeq	MGI:2151114	Dgcr8	DGCR8, microprocessor complex subunit	protein coding gene	ENSMUSG00000022718
NR_029571	RefSeq	MGI:2676849	Mir185	microRNA 185	miRNA gene	ENSMUSG00000065464
NM_080846	RefSeq	MGI:1922939	Higd1b	HIG1 domain family, member 1B	protein coding gene	ENSMUSG00000020928
NM_008122	RefSeq	MGI:95718	Gjc1	gap junction protein, gamma 1	protein coding gene	ENSMUSG00000034520
NM_001159382	RefSeq	MGI:95718	Gjc1	gap junction protein, gamma 1	protein coding gene	ENSMUSG00000034520
NM_001159383	RefSeq	MGI:95718	Gjc1	gap junction protein, gamma 1	protein coding gene	ENSMUSG00000034520
NM_011289	RefSeq	MGI:98036	Rpl27	ribosomal protein L27	protein coding gene	ENSMUSG00000063316
NM_027320	RefSeq	MGI:1917360	Ifi35	interferon-induced protein 35	protein coding gene	ENSMUSG00000010358
NM_009708	RefSeq	MGI:1338755	Rnd2	Rho family GTPase 2	protein coding gene	ENSMUSG00000001313
NM_012037	RefSeq	MGI:1349450	Vat1	vesicle amine transport 1	protein coding gene	ENSMUSG00000034993
NM_001198977	RefSeq	MGI:99515	Syk	spleen tyrosine kinase	protein coding gene	ENSMUSG00000021457
NM_011518	RefSeq	MGI:99515	Syk	spleen tyrosine kinase	protein coding gene	ENSMUSG00000021457
NM_001024474	RefSeq	MGI:1915453	Diras2	DIRAS family, GTP-binding RAS-like 2	protein coding gene	ENSMUSG00000047842
NR_046069	RefSeq	MGI:3781020	Gm2848	predicted gene 2848	lncRNA gene	ENSMUSG00000120488
NM_145399	RefSeq	MGI:2384873	Scgn	secretagogin, EF-hand calcium binding protein	protein coding gene	ENSMUSG00000021337
NR_015489	RefSeq	MGI:1925653	2900041M22Rik	RIKEN cDNA 2900041M22 gene	lncRNA gene	ENSMUSG00000054418
NM_198022	RefSeq	MGI:2443265	Tnrc6c	trinucleotide repeat containing 6C	protein coding gene	ENSMUSG00000025571
NM_172653	RefSeq	MGI:1914515	Slc39a10	solute carrier family 39 (zinc transporter), member 10	protein coding gene	ENSMUSG00000025986
NM_001162983	RefSeq	MGI:2442845	Lrrc38	leucine rich repeat containing 38	protein coding gene	ENSMUSG00000028584
NM_010329	RefSeq	MGI:103098	Pdpn	podoplanin	protein coding gene	ENSMUSG00000028583
NR_040475	RefSeq	MGI:1922147	4930448I06Rik	RIKEN cDNA 4930448I06 gene	lncRNA gene	ENSMUSG00000104072
NM_001205392	RefSeq	MGI:1924290	Atg16l1	autophagy related 16 like 1	protein coding gene	ENSMUSG00000026289
NM_008275	RefSeq	MGI:96205	Hoxd13	homeobox D13	protein coding gene	ENSMUSG00000001819
NR_073086	RefSeq	MGI:96203	Hoxd11	homeobox D11	protein coding gene	ENSMUSG00000042499
NM_008273	RefSeq	MGI:96203	Hoxd11	homeobox D11	protein coding gene	ENSMUSG00000042499
NM_013554	RefSeq	MGI:96202	Hoxd10	homeobox D10	protein coding gene	ENSMUSG00000050368
NM_013555	RefSeq	MGI:96210	Hoxd9	homeobox D9	protein coding gene	ENSMUSG00000043342
NM_008276	RefSeq	MGI:96209	Hoxd8	homeobox D8	protein coding gene	ENSMUSG00000027102
NM_010468	RefSeq	MGI:96207	Hoxd3	homeobox D3	protein coding gene	ENSMUSG00000079277
NM_010469	RefSeq	MGI:96208	Hoxd4	homeobox D4	protein coding gene	ENSMUSG00000101174
NR_029566	RefSeq	MGI:2676804	Mir10b	microRNA 10b	miRNA gene	ENSMUSG00000065500
NM_007967	RefSeq	MGI:95462	Evx2	even-skipped homeobox 2	protein coding gene	ENSMUSG00000001815
NR_027899	RefSeq	MGI:1923875	Hoxd3os1	homeobox D3, opposite strand 1	antisense lncRNA gene	ENSMUSG00000052371
NM_198322	RefSeq	MGI:3036278	Zfp273	zinc finger protein 273	protein coding gene	ENSMUSG00000030446
NM_001001185	RefSeq	MGI:3040680	BC048507	cDNA sequence BC048507	protein coding gene	ENSMUSG00000064063
NR_045194	RefSeq	MGI:2443505	4930525G20Rik	RIKEN cDNA 4930525G20 gene	lncRNA gene	ENSMUSG00000097276
NR_029549	RefSeq	MGI:2676820	Mir135a-1	microRNA 135a-1	miRNA gene	ENSMUSG00000065407
NR_029526	RefSeq	MGI:2676800	Mirlet7g	microRNA let7g	miRNA gene	ENSMUSG00000065440
NM_011876	RefSeq	MGI:1346078	Twf2	twinfilin actin binding protein 2	protein coding gene	ENSMUSG00000023277
NM_174846	RefSeq	MGI:2444085	Glyctk	glycerate kinase	protein coding gene	ENSMUSG00000020258
NM_198931	RefSeq	MGI:1915155	Ppm1m	protein phosphatase 1M	protein coding gene	ENSMUSG00000020253
NM_026447	RefSeq	MGI:1915155	Ppm1m	protein phosphatase 1M	protein coding gene	ENSMUSG00000020253
NM_001190466	RefSeq	MGI:1891740	Dact1	dishevelled-binding antagonist of beta-catenin 1	protein coding gene	ENSMUSG00000044548
NM_008452	RefSeq	MGI:1342772	Klf2	Kruppel-like transcription factor 2 (lung)	protein coding gene	ENSMUSG00000055148
NR_030465	RefSeq	MGI:3629930	Mir692-1	microRNA 692-1	miRNA gene	ENSMUSG00000076218
NR_040587	RefSeq	MGI:1922726	1700010I02Rik	RIKEN cDNA 1700010I02 gene	lncRNA gene	ENSMUSG00000100010
NM_019568	RefSeq	MGI:1888514	Cxcl14	C-X-C motif chemokine ligand 14	protein coding gene	ENSMUSG00000021508
NM_172914	RefSeq	MGI:3606076	Ccdc113	coiled-coil domain containing 113	protein coding gene	ENSMUSG00000036598
NM_009974	RefSeq	MGI:88547	Csnk2a2	casein kinase 2, alpha prime polypeptide	protein coding gene	ENSMUSG00000046707
NM_027640		No associated gene				
NM_018863	RefSeq	MGI:97535	Pdyn	prodynorphin	protein coding gene	ENSMUSG00000027400
NM_028965	RefSeq	MGI:1921729	Snx11	sorting nexin 11	protein coding gene	ENSMUSG00000020876
NM_010937	RefSeq	MGI:97376	Nras	neuroblastoma ras oncogene	protein coding gene	ENSMUSG00000027852
NM_001033303	RefSeq	MGI:88015	Ampd1	adenosine monophosphate deaminase 1	protein coding gene	ENSMUSG00000070385
NM_177857	RefSeq	MGI:3036254	Dennd2c	DENN domain containing 2C	protein coding gene	ENSMUSG00000007379
NM_001163609	RefSeq	MGI:1920927	Psma8	proteasome subunit alpha 8	protein coding gene	ENSMUSG00000036743
NM_007918	RefSeq	MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	protein coding gene	ENSMUSG00000031490
NM_029674	RefSeq	MGI:1923865	Got1l1	glutamic-oxaloacetic transaminase 1-like 1	protein coding gene	ENSMUSG00000039720
NM_013462	RefSeq	MGI:87939	Adrb3	adrenergic receptor, beta 3	protein coding gene	ENSMUSG00000031489
NM_001146050	RefSeq	MGI:1859271	Htatip2	HIV-1 Tat interactive protein 2	protein coding gene	ENSMUSG00000039745
NM_001146052	RefSeq	MGI:1859271	Htatip2	HIV-1 Tat interactive protein 2	protein coding gene	ENSMUSG00000039745
NM_001252096	RefSeq	MGI:2443575	Etfbkmt	electron transfer flavoprotein beta subunit lysine methyltransferase	protein coding gene	ENSMUSG00000039958
NM_177192	RefSeq	MGI:2444273	Dennd5b	DENN domain containing 5B	protein coding gene	ENSMUSG00000030313
NM_053177	RefSeq	MGI:1890498	Mcoln1	mucolipin 1	protein coding gene	ENSMUSG00000004567
NM_001122818	RefSeq	MGI:1354723	Pnpla6	patatin-like phospholipase domain containing 6	protein coding gene	ENSMUSG00000004565
NM_001024728	RefSeq	MGI:3612471	Rps23rg1	ribosomal protein S23, retrogene 1	protein coding gene	ENSMUSG00000065952
NM_001163749	RefSeq	MGI:1916947	Camsap3	calmodulin regulated spectrin-associated protein family, member 3	protein coding gene	ENSMUSG00000044433
NR_040439	RefSeq	MGI:1916280	1810006J02Rik	RIKEN cDNA 1810006J02 gene	lncRNA gene	ENSMUSG00000100182
NR_037993	RefSeq	MGI:1925853	B230216N24Rik	RIKEN cDNA B230216N24 gene	lncRNA gene	ENSMUSG00000089706
NM_133213	RefSeq	MGI:2180001	Xpnpep2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	protein coding gene	ENSMUSG00000037005
NM_013912	RefSeq	MGI:1353624	Apln	apelin	protein coding gene	ENSMUSG00000037010
NR_015605	RefSeq	MGI:1920290	2900052N01Rik	RIKEN cDNA 2900052N01 gene	lncRNA gene	ENSMUSG00000099696
NM_027881	RefSeq	MGI:1918970	Osbpl3	oxysterol binding protein-like 3	protein coding gene	ENSMUSG00000029822
NM_009187	RefSeq	MGI:106015	Cox7a2l	cytochrome c oxidase subunit 7A2 like	protein coding gene	ENSMUSG00000024248
NM_011462	RefSeq	MGI:109242	Spin1	spindlin 1	protein coding gene	ENSMUSG00000021395
NM_029173	RefSeq	MGI:1922374	Nxnl2	nucleoredoxin-like 2	protein coding gene	ENSMUSG00000021396
NR_029463	RefSeq	MGI:1924678	9430083A17Rik	RIKEN cDNA 9430083A17 gene	lncRNA gene	
NM_026360	RefSeq	MGI:1915005	Ddx47	DEAD box helicase 47	protein coding gene	ENSMUSG00000030204
NM_181444	RefSeq	MGI:1891250	Gprc5a	G protein-coupled receptor, family C, group 5, member A	protein coding gene	ENSMUSG00000046733
NM_028836	RefSeq	MGI:1921495	Ctbs	chitobiase	protein coding gene	ENSMUSG00000028189
NM_010318	RefSeq	MGI:109164	Gng5	G protein subunit gamma 5	protein coding gene	ENSMUSG00000068523
NM_027371	RefSeq	MGI:1917535	Rpf1	ribosome production factor 1 homolog	protein coding gene	ENSMUSG00000028187
NM_145222	RefSeq	MGI:2384394	B3gnt7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	protein coding gene	ENSMUSG00000079445
NR_015507	RefSeq	MGI:2441877	C130036L24Rik	RIKEN cDNA C130036L24 gene	lncRNA gene	ENSMUSG00000073627
NR_028478	RefSeq	MGI:3819511	Snora75	small nucleolar RNA, H/ACA box 75	snoRNA gene	ENSMUSG00000064837
NR_002851	RefSeq	MGI:1931502	Snord82	small nucleolar RNA, C/D box 82	snoRNA gene	ENSMUSG00000064823
NM_010880	RefSeq	MGI:97286	Ncl	nucleolin	protein coding gene	ENSMUSG00000026234
NM_011276	RefSeq	MGI:1342291	Rlim	ring finger protein, LIM domain interacting	protein coding gene	ENSMUSG00000056537
NM_181277	RefSeq	MGI:1341272	Col14a1	collagen, type XIV, alpha 1	protein coding gene	ENSMUSG00000022371
NR_046157	RefSeq	MGI:3644417	Gm5086	predicted gene 5086	lncRNA gene	ENSMUSG00000110235
NM_026338	RefSeq	MGI:1914972	Actl11	actin-like 11	protein coding gene	ENSMUSG00000066368
NM_145621	RefSeq	MGI:2384296	Camkv	CaM kinase-like vesicle-associated	protein coding gene	ENSMUSG00000032936
NM_023738	RefSeq	MGI:1349462	Uba7	ubiquitin-like modifier activating enzyme 7	protein coding gene	ENSMUSG00000032596
NM_013785	RefSeq	MGI:1351633	Ip6k1	inositol hexaphosphate kinase 1	protein coding gene	ENSMUSG00000032594
NM_026597	RefSeq	MGI:1915426	Inka1	inka box actin regulator 1	protein coding gene	ENSMUSG00000042106
NM_172496	RefSeq	MGI:105056	Cobl	cordon-bleu WH2 repeat	protein coding gene	ENSMUSG00000020173
NM_011035	RefSeq	MGI:1339975	Pak1	p21 (RAC1) activated kinase 1	protein coding gene	ENSMUSG00000030774
NM_009575	RefSeq	MGI:106676	Zic3	zinc finger protein of the cerebellum 3	protein coding gene	ENSMUSG00000067860
NM_008815	RefSeq	MGI:99423	Etv4	ets variant 4	protein coding gene	ENSMUSG00000017724
NM_183284	RefSeq	MGI:1917232	Spink2	serine peptidase inhibitor, Kazal type 2	protein coding gene	ENSMUSG00000053030
NM_172486	RefSeq	MGI:3053207	Zfp677	zinc finger protein 677	protein coding gene	ENSMUSG00000062743
NM_011760	RefSeq	MGI:99201	Zfp54	zinc finger protein 54	protein coding gene	ENSMUSG00000023882
NM_007745	RefSeq	MGI:109538	Cort	cortistatin	protein coding gene	ENSMUSG00000028971
NM_027263	RefSeq	MGI:1917178	Cenps	centromere protein S	protein coding gene	ENSMUSG00000073705
NM_029570	RefSeq	MGI:1923545	Atp11b	ATPase, class VI, type 11B	protein coding gene	ENSMUSG00000037400
NM_181848	RefSeq	MGI:1918898	Optn	optineurin	protein coding gene	ENSMUSG00000026672
NM_028816	RefSeq	MGI:2429950	Xpo6	exportin 6	protein coding gene	ENSMUSG00000000131
NM_001113386	RefSeq	MGI:96788	Lifr	LIF receptor alpha	protein coding gene	ENSMUSG00000054263
NM_013584	RefSeq	MGI:96788	Lifr	LIF receptor alpha	protein coding gene	ENSMUSG00000054263
NM_030252	RefSeq	MGI:1933141	Smim12	small integral membrane protein 12	protein coding gene	ENSMUSG00000042380
NM_026180	RefSeq	MGI:1914720	Abcg8	ATP binding cassette subfamily G member 8	protein coding gene	ENSMUSG00000024254
NM_031884	RefSeq	MGI:1351659	Abcg5	ATP binding cassette subfamily G member 5	protein coding gene	ENSMUSG00000040505
NM_026247	RefSeq	MGI:1914824	Alg13	asparagine-linked glycosylation 13	protein coding gene	ENSMUSG00000041718
NM_025821	RefSeq	MGI:1196368	Carhsp1	calcium regulated heat stable protein 1	protein coding gene	ENSMUSG00000008393
NR_040647	RefSeq	MGI:1919475	1700003M07Rik	RIKEN cDNA 1700003M07 gene	lncRNA gene	ENSMUSG00000085389
NR_040648	RefSeq	MGI:1919475	1700003M07Rik	RIKEN cDNA 1700003M07 gene	lncRNA gene	ENSMUSG00000085389
NM_001199696	RefSeq	MGI:2451244	Adgrb2	adhesion G protein-coupled receptor B2	protein coding gene	ENSMUSG00000028782
NM_008255	RefSeq	MGI:96159	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	protein coding gene	ENSMUSG00000021670
NM_010288	RefSeq	MGI:95713	Gja1	gap junction protein, alpha 1	protein coding gene	ENSMUSG00000050953
NM_025316	RefSeq	MGI:1913296	Ndufb5	NADH:ubiquinone oxidoreductase subunit B5	protein coding gene	ENSMUSG00000027673
NM_029017	RefSeq	MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	protein coding gene	ENSMUSG00000037531
NM_199476	RefSeq	MGI:2155865	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)	protein coding gene	ENSMUSG00000022292
NR_045095	RefSeq	MGI:5012283	Gm20098	predicted gene, 20098	lncRNA gene	ENSMUSG00000117175
NM_001163630	RefSeq	MGI:105084	Satb1	special AT-rich sequence binding protein 1	protein coding gene	ENSMUSG00000023927
NM_001163631	RefSeq	MGI:105084	Satb1	special AT-rich sequence binding protein 1	protein coding gene	ENSMUSG00000023927
NM_009122	RefSeq	MGI:105084	Satb1	special AT-rich sequence binding protein 1	protein coding gene	ENSMUSG00000023927
NM_001163632	RefSeq	MGI:105084	Satb1	special AT-rich sequence binding protein 1	protein coding gene	ENSMUSG00000023927
NM_178644	RefSeq	MGI:94852	Oaf	out at first homolog	protein coding gene	ENSMUSG00000032014
NM_016889	RefSeq	MGI:1859980	Insm1	insulinoma-associated 1	protein coding gene	ENSMUSG00000068154
NR_040619	RefSeq	MGI:1925056	A930019D19Rik	RIKEN cDNA A930019D19 gene	lncRNA gene	ENSMUSG00000085958
NM_025299	RefSeq	MGI:1351613	Txnl4a	thioredoxin-like 4A	protein coding gene	ENSMUSG00000057130
NM_178604	RefSeq	MGI:1351613	Txnl4a	thioredoxin-like 4A	protein coding gene	ENSMUSG00000057130
NM_001042408	RefSeq	MGI:1351613	Txnl4a	thioredoxin-like 4A	protein coding gene	ENSMUSG00000057130
NM_175028	RefSeq	MGI:2448562	Adnp2	ADNP homeobox 2	protein coding gene	ENSMUSG00000053950
NM_199197	RefSeq	MGI:1915981	Rbfa	ribosome binding factor A	protein coding gene	ENSMUSG00000024570
NM_007757	RefSeq	MGI:104841	Cpox	coproporphyrinogen oxidase	protein coding gene	ENSMUSG00000022742
NM_001033404	RefSeq	MGI:2685659	Ftdc1	ferritin domain containing 1	protein coding gene	ENSMUSG00000075002
NM_026080	RefSeq	MGI:1928142	Mrps24	mitochondrial ribosomal protein S24	protein coding gene	ENSMUSG00000020477
NM_178623	RefSeq	MGI:1919296	Urgcp	upregulator of cell proliferation	protein coding gene	ENSMUSG00000049680
NM_001177874	RefSeq	MGI:2384801	Gps1	G protein pathway suppressor 1	protein coding gene	ENSMUSG00000025156
NM_145370	RefSeq	MGI:2384801	Gps1	G protein pathway suppressor 1	protein coding gene	ENSMUSG00000025156
NM_026428	RefSeq	MGI:1915130	Dcxr	dicarbonyl L-xylulose reductase	protein coding gene	ENSMUSG00000039450
NM_007621	RefSeq	MGI:107200	Cbr2	carbonyl reductase 2	protein coding gene	ENSMUSG00000025150
NM_009053	RefSeq	MGI:894275	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein coding gene	ENSMUSG00000025158
NM_026824	RefSeq	MGI:1915980	Dus1l	dihydrouridine synthase 1 like	protein coding gene	ENSMUSG00000025155
NM_007988	RefSeq	MGI:95485	Fasn	fatty acid synthase	protein coding gene	ENSMUSG00000025153
NR_033586	RefSeq	MGI:1914794	Fam120b	family with sequence similarity 120, member B	protein coding gene	ENSMUSG00000014763
NM_024203	RefSeq	MGI:1914794	Fam120b	family with sequence similarity 120, member B	protein coding gene	ENSMUSG00000014763
NR_033511	RefSeq	MGI:3642174	Gm10510	predicted gene 10510	lncRNA gene	
NM_007865	RefSeq	MGI:104659	Dll1	delta like canonical Notch ligand 1	protein coding gene	ENSMUSG00000014773
